vendedor;linea;articulo;venta_bruta;dev_Buen_Estado;dev_Mal_Estado;dev_total;venta_neta;porc_dev;tot_dev_$
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27147-PUNTA BA. ALFAJOR SALCHICHON NEGRO X8 (12);2;0;1.91;1.91;0.09;95.5;788.83
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27011-PUNTA BA. ALFAJOR SOUL BLANCO X12;79;1;2.33;3.33;75.67;4.22;1113.78
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27001-PUNTA BA. ALFAJOR TOP X12 (12);56;0;0.71;0.71;55.29;1.27;239.98
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;19615-PUNTA BA. ALFAJOR TRIPLE BLANCO X 12 (9);27;0;2.59;2.59;24.41;9.59;857.29
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27123-PUNTA BA. ALFAJOR TRIPLE CHOCOLATE X 12 (9);163;3;0.73;3.73;159.27;2.29;1248.63
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27026-PUNTA BA. ARROLATE X12;27;0;1;1;26;3.7;442
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27109-PUNTA BA. CLASICO NIEVE X12 (12);24;0;0.17;0.17;23.83;0.71;41.14
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27025-PUNTA BA. IMPACTO X16;64;0;1.34;1.34;62.66;2.09;296.8
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27106-PUNTA BA. SUPER TRIPLE BLANCO X 8 (9);38;0;0.93;0.93;37.07;2.45;411.06
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27107-PUNTA BA. SUPER TRIPLE CHOCOLATE X12 (9);52;1;2.11;3.11;48.89;5.98;1374.62
10 - Fabian Retamosa;1102-Punta Ballena Alfajores;27023-PUNTA BA. SURPRISE VAINILLA X8 (12);120;1;0.14;1.14;118.86;0.95;336.3
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;3432-CORLASA MUZZARELLA X 3.5;388.33;3.59;0;3.59;384.74;0.92;1256.5
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;0311-NEOLITAS  PIZZA 70G (24);22;0;6;6;16;27.27;192
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00312-NEOLITAS QUESO 70G (24);31;0;7;7;24;22.58;224
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00304-NEOSOL 5 SEMILLAS 250G (16);9;9;13;22;-13;244.44;1232.01
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00307-NEOSOL BAGUETINES JAMON 70G (24);30;0;1;1;29;3.33;34
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00309-NEOSOL BAGUETINES ORIGINAL 70G (24);7;0;5;5;2;71.43;150
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00308-NEOSOL BAGUETINES PIZZA 70G (24);27;0;3;3;24;11.11;102
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00306-NEOSOL BAGUETINES QUESO 70G (24);29;0;3;3;26;10.34;102
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00303-NEOSOL MINI SALVADO 250G (16);2;2;10;12;-10;600;636.01
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;00305-NEOSOL MINI SANDWICH 250G (16);8;2;25;27;-19;337.5;1431.01
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;301-NEOSOL SALVADO 360G (15);16;0;5;5;11;31.25;360
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;300-NEOSOL SANDWICH 330G (15);0;0;3;3;-3;100;192
10 - Fabian Retamosa;1149-GALLETAS MOLINOS DEL SOL;0313-NEOX  GALLETITAS 70G (24);18;0;5;5;13;27.78;145
10 - Fabian Retamosa;1150-SNACKS;555-BATATA PURA PAPA ONDULADA 50g (20);164;8;21;29;135;17.68;725.01
10 - Fabian Retamosa;1150-SNACKS;565-BATATA PURA PAPA ORIGINAL 240g (6);137;0;10;10;127;7.3;1240
10 - Fabian Retamosa;1150-SNACKS;552-BATATA PURA PAPA ORIGINAL 380g (8);0;0;6;6;-6;100;1074
10 - Fabian Retamosa;1150-SNACKS;550-BATATA PURA PAPA ORIGINAL 50g (20);422;19;38;57;365;13.51;1425.01
10 - Fabian Retamosa;1150-SNACKS;554-BATATA PURA PAPA S/CEBOLLA 120g (10);91;0;10;10;81;10.99;650
10 - Fabian Retamosa;1150-SNACKS;24672-M.BONITA TOSTADAS PROVENZAL 160G;40;4;0;4;36;10;396
10 - Fabian Retamosa;1151-FIDEOS FIDELLI;561-FIDELLI MOSTACHOL  500g (12);10;2;0;2;8;20;72.08
10 - Fabian Retamosa;1151-FIDEOS FIDELLI;564-FIDELLI TALLARIN 500g (12);4;2;0;2;2;50;72.08
2 - Nicolas Cairus;1-Impulsiva;23.1-ALFAJOR HELADO D.L 18 UNID;630;18;12;30;600;4.76;1934.84
2 - Nicolas Cairus;1-Impulsiva;23.2-ALFAJOR HELADO VAIN 18 UNID;198;0;17;17;181;8.59;1098.84
2 - Nicolas Cairus;1-Impulsiva;69.3-BIG CUP DDL 12 UNID;876;0;5;5;871;0.57;331.4
2 - Nicolas Cairus;1-Impulsiva;69.2-BIG CUP FRUTILLA 12 UNID;492;12;11;23;469;4.67;1524.43
2 - Nicolas Cairus;1-Impulsiva;4-BOMBON CREMA 30 UNID;510;60;18;78;432;15.29;3120.01
2 - Nicolas Cairus;1-Impulsiva;4.2-BOMBON DDL 30 UNID;2930;60;26;86;2844;2.94;3252.52
2 - Nicolas Cairus;1-Impulsiva;5-CASATA TRIPLE 24 UNID;528;0;5;5;523;0.95;331.4
2 - Nicolas Cairus;1-Impulsiva;21801035-CONO HELADO DDL (30xCaja);2070;60;22;82;1988;3.96;4838.03
2 - Nicolas Cairus;1-Impulsiva;21801087-CONO HELADO VAINILLA (30xCaja);300;0;26;26;274;8.67;1252.21
2 - Nicolas Cairus;1-Impulsiva;84-CRUFI BLACK CREMA 20 UNID;1060;40;11;51;1009;4.81;3381.65
2 - Nicolas Cairus;1-Impulsiva;20701087-CRUFIBOM VAINILLA (20);80;0;45;45;35;56.25;1635.12
2 - Nicolas Cairus;1-Impulsiva;20901136-CRUFIMAX CEREALES 20 UNIDADES;540;20;0;20;520;3.7;1480.01
2 - Nicolas Cairus;1-Impulsiva;64-CRUFIMAX CREMA 20 UNIDADES;0;0;1;1;-1;100;74
2 - Nicolas Cairus;1-Impulsiva;64.5-CRUFIMAX MENTA 20 UNIDADES;220;0;17;17;203;7.73;1031.85
2 - Nicolas Cairus;1-Impulsiva;65-CRUFITO 20 UNID;400;20;0;20;380;5;519.99
2 - Nicolas Cairus;1-Impulsiva;22001125-PACK CRUFIMAX X 4 UNIDADES;21;1;0;1;20;4.76;296
2 - Nicolas Cairus;1-Impulsiva;86.1-PALETA FRUTAL DURAZNO (36);252;0;27;27;225;10.71;782.98
2 - Nicolas Cairus;1-Impulsiva;86.2-PALETA FRUTAL FRUTILLA (36);576;0;36;36;540;6.25;1043.98
2 - Nicolas Cairus;1-Impulsiva;1.6-PALITO DUKE N/F 50 UNID;3850;50;40;90;3760;2.34;1440.03
2 - Nicolas Cairus;1-Impulsiva;1-PALITO FRUTILLA 50 UNID;350;0;15;15;335;4.29;240
2 - Nicolas Cairus;1-Impulsiva;355-PALITO LECHE DDL/CHOCO 30 UNI;2910;30;52;82;2828;2.82;1804.02
2 - Nicolas Cairus;1-Impulsiva;1.3-PALITO LIMON 50 UNID;700;0;25;25;675;3.57;400.01
2 - Nicolas Cairus;1-Impulsiva;2-SANDWICHE 30;3600;90;36;126;3474;3.5;5452.31
2 - Nicolas Cairus;2-FAMILIAR 1L;8.7-BA. 1 LT C/SALSA FRUTILLA;119;2;0;2;117;1.68;468
2 - Nicolas Cairus;2-FAMILIAR 1L;8.5-BA. 1 LT CRE. VETEADO;152;3;0;3;149;1.97;702
2 - Nicolas Cairus;2-FAMILIAR 1L;8.4-BA. 1 LT DDL/GRANIZADO;187;1;1;2;185;1.07;468
2 - Nicolas Cairus;2-FAMILIAR 1L;8.8-BA. 1 LT FLAN;197;1;1;2;195;1.02;468
2 - Nicolas Cairus;2-FAMILIAR 1L;10101071-BA. 1 LT FRUTILLA A LA PANA;47;1;0;1;46;2.13;234
2 - Nicolas Cairus;2-FAMILIAR 1L;8.11-BA. 1 LT LIMON;36;3;0;3;33;8.33;702
2 - Nicolas Cairus;2-FAMILIAR 1L;8.2-BA. 1 LT T/SAMBAYON;167;1;0;1;166;0.6;234
2 - Nicolas Cairus;2-FAMILIAR 1L;8-BA. 1 LT TRIPLE;247;2;0;2;245;0.81;468
2 - Nicolas Cairus;4-Dietetica;82.05-DIET 1 LT CREMA C/DURAZNO EN TROZOS;41;1;0;1;40;2.44;267
2 - Nicolas Cairus;4-Dietetica;82.04-DIET 1 LT FRUTILLA C/FRUTILLAS EN TROZOS;45;1;0;1;44;2.22;267
2 - Nicolas Cairus;4-Dietetica;11201073-DIET 1 LT TRIPLE CLASICO;69;1;0;1;68;1.45;267
2 - Nicolas Cairus;4-Dietetica;21901073-SANDWICHES DIET TRIPLE (30);0;0;3;3;-3;100;140.05
2 - Nicolas Cairus;8-FAMILIAR 2LT;13.7-BA. 2 LT C/SALSA FRUTILLA;80;1;1;2;78;2.5;759.77
2 - Nicolas Cairus;8-FAMILIAR 2LT;13.4-BA. 2 LT C/VETEADO;98;1;1;2;96;2.04;759.77
2 - Nicolas Cairus;8-FAMILIAR 2LT;13.5-BA. 2 LT DDL/ GRANIZ.;121;1;1;2;119;1.65;759.77
2 - Nicolas Cairus;8-FAMILIAR 2LT;13.8-BA. 2 LT FLAN;141;1;0;1;140;0.71;351.77
2 - Nicolas Cairus;8-FAMILIAR 2LT;13.2-BA. 2 LT T/SAMBAYON;132;1;0;1;131;0.76;351.77
2 - Nicolas Cairus;8-FAMILIAR 2LT;13-BA. 2 LT TRIPLE;162;1;1;2;160;1.23;759.77
2 - Nicolas Cairus;9-FAMILIAR 3LT;62.08-BA. 3 LT FLAN;13;1;1;2;11;15.38;933.08
2 - Nicolas Cairus;10-FAMILIAR 5 LT;12.6-BA. 5 LT C/ VETEADO;14;1;0;1;13;7.14;603.49
2 - Nicolas Cairus;10-FAMILIAR 5 LT;12.3-BA. 5 LT D/GRANIZADO;26;0;1;1;25;3.85;736
2 - Nicolas Cairus;10-FAMILIAR 5 LT;12.4-BA. 5 LT FLAN;28;1;1;2;26;7.14;1335.96
2 - Nicolas Cairus;10-FAMILIAR 5 LT;12-BA. 5 LT TRIPLE;60;0;1;1;59;1.67;736
2 - Nicolas Cairus;12-Delicato 2 lt;11701110-DELICATO PASION DE DDL 2LT;85;1;0;1;84;1.18;439
2 - Nicolas Cairus;12-Delicato 2 lt;11701139-DELICATO VAINILLA IMPERIAL;31;1;0;1;30;3.23;439
2 - Nicolas Cairus;19-Italiana  500 ml;11901023-ITALIANA BOMBON AVELLANO 500ml;35;0;2;2;33;5.71;388
2 - Nicolas Cairus;22-Pastas batuk 750 gr;730367805-RAVIOLES JAM Y QUESO 750 BATUK;287;7;0;7;280;2.44;772.95
2 - Nicolas Cairus;22-Pastas batuk 750 gr;730367822-RAVIOLES POLLO Y ESP. 750 BATUK;239;4;0;4;235;1.67;468
2 - Nicolas Cairus;22-Pastas batuk 750 gr;730367613-RAVIOLES VERDURA 750 BATUK;524;5;0;5;519;0.95;585
2 - Nicolas Cairus;22-Pastas batuk 750 gr;731767826-TALLARINES 500g BATUK;40;4;9;13;27;32.5;904.34
2 - Nicolas Cairus;25-DIETETICO 90g;22201099-VASO LIGHT FLAN C/DDL 90gr (12);2;1;0;1;1;50;68.81
2 - Nicolas Cairus;31-Mermeladas L.Granjera;L42-LIMAY MERM HIGO 250 G;6;1;0;1;5;16.67;52
2 - Nicolas Cairus;31-Mermeladas L.Granjera;L52-LIMAY MERM HIGO 500G;4;1;0;1;3;25;93.67
2 - Nicolas Cairus;31-Mermeladas L.Granjera;L54-LIMAY MERM ZAPALLO 500G;5;1;0;1;4;20;86
2 - Nicolas Cairus;31-Mermeladas L.Granjera;2008-MERM. DURAZNO 500 GR. L. GRANJ.;3;3;0;3;0;100;288
2 - Nicolas Cairus;50-Quesos;5055-REQUESON CALCAR;18;0;7;7;11;38.89;686
2 - Nicolas Cairus;50-Quesos;5056-REQUESON LIGHT CALCAR;5;0;7;7;-2;140;686
2 - Nicolas Cairus;52-Crema Doble;5088-CREMA DOBLE X 1/4 LT;36;0;2;2;34;5.56;178
2 - Nicolas Cairus;52-Crema Doble;5086-CREMA DOBLE X 1LT;8;0;7;7;1;87.5;1414
2 - Nicolas Cairus;53-Yogur;5090-POSTRE BOB VAINILLA;39;0;12;12;27;30.77;456.01
2 - Nicolas Cairus;53-Yogur;5089-POSTRE C/ROCKLES;94;0;2;2;92;2.13;88
2 - Nicolas Cairus;53-Yogur;5244-YOGUR 0% DURAZNO;18;0;6;6;12;33.33;438
2 - Nicolas Cairus;53-Yogur;5243-YOGUR 0% FRUTILLA;18;0;10;10;8;55.56;730
2 - Nicolas Cairus;53-Yogur;5082-YOGUR BEBIBLE DR;49;0;16;16;33;32.65;896.01
2 - Nicolas Cairus;53-Yogur;5081-YOGUR BEBIBLE FR;49;0;16;16;33;32.65;896.01
2 - Nicolas Cairus;53-Yogur;5078-YOGUR BIO DR C/DR;52;3;17;20;32;38.46;1460
2 - Nicolas Cairus;53-Yogur;5077-YOGUR BIO FR C/FR;41;0;8;8;33;19.51;584
2 - Nicolas Cairus;53-Yogur;5074-YOGUR BIO NATURAL;58;0;4;4;54;6.9;292
2 - Nicolas Cairus;53-Yogur;5079-YOGUR C/CEREALES;133;2;4;6;127;4.51;258
2 - Nicolas Cairus;55-Leche;5195-ENTERA LARGA VIDA CALCAR;592;12;0;12;580;2.03;660
2 - Nicolas Cairus;61-Linea gastronomica Mc cain;6037-MC TRADICIONAL 2.5 K (6);2;1;0;1;1;50;324
2 - Nicolas Cairus;63-Vegetales Pinguin Mc cain;6101-ACELGA 2KG MC CAIN;97;2;0;2;95;2.06;540
2 - Nicolas Cairus;63-Vegetales Pinguin Mc cain;6049-ESPINACA PICADA 2K MC CAIN (5);25;1;0;1;24;4;278
2 - Nicolas Cairus;70-Artico;9908-ARTICO MINI CROQUETA JAM Y QUESO 1K (6);2;1;0;1;1;50;364
2 - Nicolas Cairus;70-Artico;10062-BROCOLI ARTICO 1KG (10);4;1;0;1;3;25;160
2 - Nicolas Cairus;70-Artico;8824-CEBOLLA 1K ARTICO(10);119;6;0;6;113;5.04;780
2 - Nicolas Cairus;70-Artico;8825-MORRON ROJO 1K ARTICO (10);67.01;3;0;3;64.01;4.48;495
2 - Nicolas Cairus;70-Artico;13505-RABAS REBOZADAS X1 K (8);2;1;0;1;1;50;489
2 - Nicolas Cairus;81-Graba;10022-NUGGET CROCANTE SADIA 3KG;18;3;0;3;15;16.67;2580
2 - Nicolas Cairus;82-CONGELADOS CAMBAY;4528-BROCOLI CAMBAY 1kg (10);24;3;0;3;21;12.5;390
2 - Nicolas Cairus;82-CONGELADOS CAMBAY;7087-CAMBAY FRUTILLA ENTERA 1K (6);2;2;0;2;0;100;450
2 - Nicolas Cairus;82-CONGELADOS CAMBAY;4529-ESPINACA CAMBAY 1kg (10);17;2;0;2;15;11.76;210
2 - Nicolas Cairus;88-FAMILAC MUZZARELLA;33125-FAMILAC MUZZARELLA;13.7;1.85;0;1.85;11.85;13.5;527.25
2 - Nicolas Cairus;90-Doña Coca;7502-PANCHO DOÑA COCA;3.2;1.6;0;1.6;1.6;50;520
2 - Nicolas Cairus;99-FETEADOS CENTENARIO;8646-MORTADELA BOLOGNESA FETAS 200g;3;0;3;3;0;100;354
2 - Nicolas Cairus;100-Centenario;8009-JAMON ARIZONA RECTANGULAR;26.9;3;0;3;23.9;11.15;912
2 - Nicolas Cairus;100-Centenario;8030-PATE CENTENARIO 2 X 1;9;0;3;3;6;33.33;396
2 - Nicolas Cairus;100-Centenario;8023-PULPA BONDEOLA CENTENARIO;267.25;2.8;0;2.8;264.45;1.05;616
2 - Nicolas Cairus;110- Schneck;8514-HAMB. SCHNECK. X 2 UNID.(42);325;24;0;24;301;7.38;1848.01
2 - Nicolas Cairus;110- Schneck;8500-PANCHO SCHNECK X 8 C;10.49;4;0.35;4.35;6.14;41.47;2662.2
2 - Nicolas Cairus;111-Maosol;8800-ACELGA 2.5 KG FLANDERS;43;4;0;4;39;9.3;1564
2 - Nicolas Cairus;111-Maosol;2324-CARNE PICADA VACUNA Santa Clara 500grs;38;4;0;4;34;10.53;900
2 - Nicolas Cairus;112-FRANUI;9910-FRANUI PINK;7;2;0;2;5;28.57;550
2 - Nicolas Cairus;140- Sadia;10039-RIKITOS NUGGET X  2.5 K (C2);96;1;0;1;95;1.04;590
2 - Nicolas Cairus;171-QUESOS CAMPESTRE;2601-OFERTA QUESO RALLADO GRUESO 1K;16;1;0;1;15;6.25;218
2 - Nicolas Cairus;190-La Dolfina;25037-DOLFINA HAMB MEGA X2(C30);93;12;0;12;81;12.9;550.8
2 - Nicolas Cairus;190-La Dolfina;12526-HAMB. DOLFINA X48 X3;2325;6;0;6;2319;0.26;180
2 - Nicolas Cairus;190-La Dolfina;25039-HAMB. EXTRA GRANDE PREMIUM (30) CAMPOSUR;139;23;0;23;116;16.55;1724.99
2 - Nicolas Cairus;190-La Dolfina;24016-HAMB. PARRILLERA x2 CAMPOSUR (42);1492.1;97;0;97;1395.1;6.5;5141.04
2 - Nicolas Cairus;290-Snack Soldo;24176-MANI FRITO SALADO 1K SOLDO;2;1;0;1;1;50;292
2 - Nicolas Cairus;291-Yerba Arminio;16075-ARMIÑO COMPUESTA 1KG;64;6;0;6;58;9.38;1098
2 - Nicolas Cairus;409-Avanti-Gastronomico;20568-SALSA BOLOGNESA 220grs AVANTI;7;0;7;7;0;100;1063
2 - Nicolas Cairus;409-Avanti-Gastronomico;20569-SALSA CARUSSO 220grs AVANTI;12;0;2;2;10;16.67;304
2 - Nicolas Cairus;410-Avanti-Tapas;20500-EMPANADA X12 AVANTI- 28X CAJA;35;0;2;2;33;5.71;242
2 - Nicolas Cairus;410-Avanti-Tapas;20510-RECTANGULAR HOJ  AVANTI- 20X CAJAS;43;0;5;5;38;11.63;800
2 - Nicolas Cairus;410-Avanti-Tapas;20508-REDONDA HOJ AVANTI- 20X CAJA;23;0;14;14;9;60.87;1624
2 - Nicolas Cairus;411-Avanti-Pastas;20564-RAVIOL RICOTTA 500G- AV 12X CAJA;2;0;2;2;0;100;448
2 - Nicolas Cairus;411-Avanti-Pastas;20562-RAVIOLONES CALABAZA AV 330g (12);2;0;2;2;0;100;408
2 - Nicolas Cairus;411-Avanti-Pastas;20570-RAVIOLONES HONGOS AV 330g (12);5;0;4;4;1;80;819
2 - Nicolas Cairus;411-Avanti-Pastas;20553-SORRENTINOS 4QUESOS-AV 500G- 12X CAJA;11;0;1;1;10;9.09;252
2 - Nicolas Cairus;411-Avanti-Pastas;20547-SORRENTINOS RI Y ES- AV 500G- 12X CAJA;9;0;5;5;4;55.56;1271
2 - Nicolas Cairus;412-Pastamania-Tapas;20515-EMPANADA X12 PASTAMANÍA- 36X CAJA;25;4;6;10;15;40;899.99
2 - Nicolas Cairus;412-Pastamania-Tapas;20518-EMPANADA X20 PASTAMANÍA- 24X CAJA;9;3;1;4;5;44.44;536
2 - Nicolas Cairus;412-Pastamania-Tapas;20519-REDONDA PASTAMANÍA- 20X CAJA;31;0;6;6;25;19.35;540
2 - Nicolas Cairus;440-OFERTAS;145-OFERTA 1 LT C/S FRUTILLA;24;1;0;1;23;4.17;201.96
2 - Nicolas Cairus;440-OFERTAS;146-OFERTA 1 LT CREMA VETEADA;34;1;0;1;33;2.94;201.96
2 - Nicolas Cairus;440-OFERTAS;147-OFERTA 1 LT DDL GRANIZADO;39;1;0;1;38;2.56;201.96
2 - Nicolas Cairus;440-OFERTAS;148-OFERTA 1 LT FLAN;42;1;0;1;41;2.38;201.96
2 - Nicolas Cairus;440-OFERTAS;143-OFERTA 1 LT MENTA MARMOLADA;30;1;0;1;29;3.33;201.96
2 - Nicolas Cairus;440-OFERTAS;155-OFERTA 1 LT TRIPLE;55;1;0;1;54;1.82;201.96
2 - Nicolas Cairus;440-OFERTAS;25040-OFERTA HAMB. EXTRA GRANDE PREMIUM CAMPOSUR (30);146;18;0;18;128;12.33;1079.99
2 - Nicolas Cairus;471-Salsa Pontevedra;2267-CONCENTRADA 1030 GR PONTEVEDRA;123;6;0;6;117;4.88;330
2 - Nicolas Cairus;471-Salsa Pontevedra;22022-SALSA CONCENTRADA PONTEVEDRA.3KG;3;3;0;3;0;100;645
2 - Nicolas Cairus;472-Jugos Maxi;2285-MAXI DURAZNO 200ml;99;2;0;2;97;2.02;28
2 - Nicolas Cairus;472-Jugos Maxi;2271-MAXI DURAZNO X1L;40;2;0;2;38;5;92
2 - Nicolas Cairus;472-Jugos Maxi;23118-MAXI FRUTA BANANA/FRUTILLA 1L;20;2;0;2;18;10;92
2 - Nicolas Cairus;472-Jugos Maxi;2272-MAXI MANZANA X1L;33;2;0;2;31;6.06;92
2 - Nicolas Cairus;472-Jugos Maxi;2273-MAXI MULTIFRUTA 1L;18;2;0;2;16;11.11;92
2 - Nicolas Cairus;472-Jugos Maxi;2287-MAXI MULTIFRUTA 200ml;104;10;0;10;94;9.62;140
2 - Nicolas Cairus;472-Jugos Maxi;2286-MAXI NARANJA 200ml;91;10;0;10;81;10.99;140
2 - Nicolas Cairus;472-Jugos Maxi;23119-MAXI NARANJA MANGO 1 LT;12;2;0;2;10;16.67;92
2 - Nicolas Cairus;472-Jugos Maxi;2269-MAXI NARANJA X1L;13;2;0;2;11;15.38;92
2 - Nicolas Cairus;480-Oderich;22162-CHAMPIGNONES LAMINADOS 425G P.G;8;2;0;2;6;25;196
2 - Nicolas Cairus;504-Boby;23030-REX 25kg;37;1;0;1;36;2.7;1030
2 - Nicolas Cairus;599-PESCADO REBOZADO CRUFI;760274815-M. DEL ESTE FORMITAS MERLUZA 1K;34;1;1;2;32;5.88;441.49
2 - Nicolas Cairus;599-PESCADO REBOZADO CRUFI;760174815-M. DEL ESTE FORMITAS MERLUZA 400gr;29;2;0;2;27;6.9;211.72
2 - Nicolas Cairus;599-PESCADO REBOZADO CRUFI;880174815-M. DEL ESTE MEDALLON MERLUZA 1K;83;3;0;3;80;3.61;810.24
2 - Nicolas Cairus;599-PESCADO REBOZADO CRUFI;880274815-M. DEL ESTE MEDALLON MERLUZA 2.5 KG;55;11;0;11;44;20;7666.99
2 - Nicolas Cairus;599-PESCADO REBOZADO CRUFI;880374823-M. DEL ESTE MEDALLON MERLUZA RELLENO Q/E 430g;34;0;2;2;32;5.88;297.06
2 - Nicolas Cairus;599-PESCADO REBOZADO CRUFI;770474815-M. DEL ESTE MILANESA DE MERLUZA 1K;81;5;0;5;76;6.17;2425
2 - Nicolas Cairus;600-REBOZADO DE VEGETALES;810370626-AROS DE CEBOLLA BEMBRASIL 1.05kg (6);149;2;3;5;144;3.36;1259.53
2 - Nicolas Cairus;604-Culinex;700377600-ACELGA 2.5 KG HUERTA DEL ESTE;40;6;0;6;34;15;463.15
2 - Nicolas Cairus;604-Culinex;740267627-ARROLLADITOS PRIMAVERA BATUK 1kg;218;2;0;2;216;0.92;660
2 - Nicolas Cairus;604-Culinex;7003776001-ARVEJAS 2.5 KG HUERTA DEL ESTE;84;2;0;2;82;2.38;720.37
2 - Nicolas Cairus;604-Culinex;011-BEMBRASIL BOCADITOS PAPA/QUESO 1.05(C10);29;3;4;7;22;24.14;1552.84
2 - Nicolas Cairus;604-Culinex;700277602-BROCOLI 1kg HUERTA DEL ESTE;14;2;0;2;12;14.29;330
2 - Nicolas Cairus;604-Culinex;710670716-CARITAS BEMBRASIL 400g (24);118;11;0;11;107;9.32;674.02
2 - Nicolas Cairus;604-Culinex;700350604-CEBOLLA DADOS 2.5KG HUERTA DEL ESTE;273;2;0;2;271;0.73;770
2 - Nicolas Cairus;604-Culinex;710201710-CROQUETAS 1K CRUFI;58;2;1;3;55;5.17;574.2
2 - Nicolas Cairus;604-Culinex;700377620-ESPINACA PICADA 2.5kg HUERTA DEL ESTE;34;2;0;2;32;5.88;582
2 - Nicolas Cairus;604-Culinex;700277609-EUROPEA MIX 1kg HUERTA DEL ESTE;83;0;2;2;81;2.41;326
2 - Nicolas Cairus;604-Culinex;700377614-MAIZ 2.5kg HUERTA DEL ESTE;26;1;0;1;25;3.85;417
2 - Nicolas Cairus;604-Culinex;700367615-MORRON BATUK 2.5KG;257;2;0;2;255;0.78;636.41
2 - Nicolas Cairus;604-Culinex;700377615-MORRON ROJO 2.5kg HUERTA DEL ESTE;6;1;0;1;5;16.67;429
2 - Nicolas Cairus;604-Culinex;710301702-NOISETTE 2.5K CRUFI;149;5;0;5;144;3.36;2277.01
2 - Nicolas Cairus;604-Culinex;710570712-PAPA BEMBRASIL 2KG TRADICIONAL (7);1494;41;0;41;1453;2.74;9008.02
2 - Nicolas Cairus;604-Culinex;710351701-PAPA CORTE FINO 2.5KG CRUFI  (7x7);110;6;0;6;104;5.45;2011
2 - Nicolas Cairus;604-Culinex;710201709-PAPA RUSTICA SAZONADAS X 1kg CRUFI;151;4;0;4;147;2.65;591.96
2 - Nicolas Cairus;604-Culinex;710567712-PAPA TRADICIONAL BATUK 2kg (7);1425;31;0;31;1394;2.18;4575.85
2 - Nicolas Cairus;604-Culinex;710270707-ROSTI BEMBRASIL 1.06kg (8);5;2;3;5;0;100;588
2 - Nicolas Cairus;604-Culinex;700377612-RUSA 2.5kg HUERTA DEL ESTE;84;2;0;2;82;2.38;573.73
2 - Nicolas Cairus;604-Culinex;700377617-ZANAHORIA EN CUBO 2.5 HUERTA DEL ESTE;71;1;0;1;70;1.41;219.91
2 - Nicolas Cairus;605-Panes Zinho;840466517-PAN DE AJO C/QUESO ZINHO;46;0;5;5;41;10.87;548.52
2 - Nicolas Cairus;605-Panes Zinho;840466518-PAN DE AJO PICANTE C/QUESO ZINHO;14;0;6;6;8;42.86;785.73
2 - Nicolas Cairus;606-EMPANADAS -CRUFI;208-EMPANADA JAMON/QUESO X 6 CRUFI;20;4;1;5;15;25;1313.12
2 - Nicolas Cairus;606-EMPANADAS -CRUFI;209-EMPANADA QUESO/ACEITUNA X 6 CRUFI;2;0;1;1;1;50;290
2 - Nicolas Cairus;606-EMPANADAS -CRUFI;210-EMPANADA QUESO/CEBOLLA X 6 CRUFI;2;0;1;1;1;50;290
2 - Nicolas Cairus;608-PASTAS CRUFI;239267-RAVIOLES JAMON Y MUZZA 750 GRS CRUFI;17;0;2;2;15;11.76;416.94
2 - Nicolas Cairus;608-PASTAS CRUFI;730301806-RAVIOLES POLLO 750 GRS CRUFI;15;0;1;1;14;6.67;184.63
2 - Nicolas Cairus;608-PASTAS CRUFI;730301804-RAVIOLES RICOTA 750 GRS CRUFI;7;0;1;1;6;14.29;184.63
2 - Nicolas Cairus;608-PASTAS CRUFI;730460807-RAVIOLES VERDURA 2.5KG CRUFI;105;1;0;1;104;0.95;490.39
2 - Nicolas Cairus;608-PASTAS CRUFI;730301807-RAVIOLES VERDURA 750grs CRUFI;104;2;2;4;100;3.85;663.31
2 - Nicolas Cairus;608-PASTAS CRUFI;731501803-TORTELINES CRUFI 750g;70;0;3;3;67;4.29;574.73
2 - Nicolas Cairus;609-REBOZADOS DE POLLO CRUFI;880201806-MEDALLONES POLLO 2.5kg CRUFI;54;5;0;5;49;9.26;4410
