vendedor;linea;articulo;venta_bruta;dev_Buen_Estado;dev_Mal_Estado;dev_total;venta_neta;porc_dev;tot_dev_$
1 - Jorge;1023-Sucre Group S.R.L;2405-JABON LIQUIDO VERDE 3L SUPREMA (Cx6);25;2;0;2;23;8;364
1 - Jorge;1023-Sucre Group S.R.L;2415-SUPREMA / SUAVIZANTE CELESTE 2LTS X6;6;6;0;6;0;100;420
1 - Jorge;1026-VIÑAS LAS BRUJAS;30009-VIÑA LAS BRUJAS MALBEC 750ML;25;2;0;2;23;8;538
1 - Jorge;1031-CASCO VIEJO;30013-C.V TETRA PACK TINTO 1L;12;12;0;12;0;100;1344
1 - Jorge;1034-Leopoldo Gross Aderezos;24519-SALSA SOYA KIKKOMAN 148 ML;5;3;0;3;2;60;417
1 - Jorge;1035-Dairyco x1lt;24067-DAIRYCO MULTIFRUTA 1L X12;346;0;20;20;326;5.78;2664.24
1 - Jorge;1035-Dairyco x1lt;24068-DAIRYCO NARANJA 1L X12;257;3;20;23;234;8.95;2867.08
1 - Jorge;1035-Dairyco x1lt;24069-DAIRYCO NARANJA LIGHT 1L X12;244;2;7;9;235;3.69;1108.14
1 - Jorge;1035-Dairyco x1lt;24072-DAIRYCO NARANJA PULPA 1L X12;219;0;2;2;217;0.91;254
1 - Jorge;1035-Dairyco x1lt;24070-DAIRYCO NARANJA ZANAHO 1L X12;295;3;3;6;289;2.03;810
1 - Jorge;1035-Dairyco x1lt;24071-DAIRYCO NARANJA ZANAHO LIGHT 1L X12;269;5;2;7;262;2.6;912.83
1 - Jorge;1036-Dairyco x500ml;24107-DAIRYCO MULTIFRUTA 500 X 10 UNI;501;15;13;28;473;5.59;1982.91
1 - Jorge;1036-Dairyco x500ml;24108-DAIRYCO NARANJA 500 X 10 UNI;469;5;21;26;443;5.54;1811.87
1 - Jorge;1036-Dairyco x500ml;24061-DAIRYCO NARANJA LIGHT 500CC X10;356;1;9;10;346;2.81;706.77
1 - Jorge;1036-Dairyco x500ml;24064-DAIRYCO NARANJA PULPA 500CC X10;378;6;20;26;352;6.88;1804.67
1 - Jorge;1036-Dairyco x500ml;24062-DAIRYCO NARANJA ZANAHO 500CC X10;397;7;9;16;381;4.03;1131.56
1 - Jorge;1036-Dairyco x500ml;24063-DAIRYCO NARANJA ZANAHO LIGHT 500CC X10;319;1;4;5;314;1.57;353.38
1 - Jorge;1037-Dairyco x3lt;24073-DAIRYCO MULTIFRUTA 3L X6;76;0;2;2;74;2.63;638.46
1 - Jorge;1037-Dairyco x3lt;24077-DAIRYCO NAR ZANAHO LIGHT 3L X6;61;2;0;2;59;3.28;333.45
1 - Jorge;1037-Dairyco x3lt;24074-DAIRYCO NARANJA 3L X6;100;1;0;1;99;1;297.35
1 - Jorge;1037-Dairyco x3lt;24084-DAIRYCO NARANJA LIGHT 3L X6;117;5;0;5;112;4.27;1567.3
1 - Jorge;1040-Bandejas;8061-BANDEJAS CENTENARIO;0;29;0;29;-29;100;11600.01
1 - Jorge;1080-MILI CUIDADO PERSONAL;26021-MILI PROTECTOR DIARIO X80 (12);10;4;0;4;6;40;656
1 - Jorge;1080-MILI CUIDADO PERSONAL;26002-MILI PROTECTORES DIARIOS  X40 (12);24;4;0;4;20;16.67;360
1 - Jorge;1080-MILI CUIDADO PERSONAL;26014-MILI PROTECTORES DIARIOS X15 (24);159;19;0;19;140;11.95;722.01
1 - Jorge;1080-MILI CUIDADO PERSONAL;26009-MILI TOALLA  DIA/NOCHE 16 (12);17;5;0;5;12;29.41;405
1 - Jorge;1080-MILI CUIDADO PERSONAL;26015-MILI TOALLA NOCTURNA X8 C/ALAS (36);199;2;0;2;197;1.01;100
1 - Jorge;1080-MILI CUIDADO PERSONAL;26011-MILI TOALLA SUAVE 8 (36);118;6;0;6;112;5.08;222
1 - Jorge;1090-Dairyco Zug;25197-DAIRYCO ZUG DURAZNO 1500ML X6;43;1;12;13;30;30.23;1627.76
1 - Jorge;1090-Dairyco Zug;25198-DAIRYCO ZUG DURAZNO 350cc X12;102;2;8;10;92;9.8;505.15
1 - Jorge;1090-Dairyco Zug;25202-DAIRYCO ZUG MULTIFRUTA 1500ml X6;59;7;0;7;52;11.86;985.48
1 - Jorge;1090-Dairyco Zug;25201-DAIRYCO ZUG MULTIFRUTA 350cc X12;130;6;0;6;124;4.62;324.69
1 - Jorge;1090-Dairyco Zug;25195-DAIRYCO ZUG NARANJA 1500ML x6;83;7;8;15;68;18.07;1835.28
1 - Jorge;1090-Dairyco Zug;25194-DAIRYCO ZUG NARANJA 350ML X12;109;2;7;9;100;8.26;434.75
1 - Jorge;1150-SNACKS;556-BATATA PURA PAPA ONDULADA 120g (10);59;5;0;5;54;8.47;320
1 - Jorge;1150-SNACKS;551-BATATA PURA PAPA ORIGINAL 120g (10);156;0;3;3;153;1.92;192
1 - Jorge;1150-SNACKS;550-BATATA PURA PAPA ORIGINAL 50g (20);60;10;0;10;50;16.67;250
1 - Jorge;1150-SNACKS;554-BATATA PURA PAPA S/CEBOLLA 120g (10);183;7;6;13;170;7.1;845
10 - Fabian Retamosa;12-Delicato 2 lt;11701109-DELICATO SUPER TRAMONTANA 2LT;2;2;0;2;0;100;860
10 - Fabian Retamosa;50-Quesos;5053-BARRA SANDW CALCAR 4KG;746;7.6;27.6;35.2;710.8;4.72;13191.3
10 - Fabian Retamosa;50-Quesos;5055-REQUESON CALCAR;94;2;10;12;82;12.77;1128.6
10 - Fabian Retamosa;50-Quesos;5242-REQUESON CIBOULETTE CALCAR;88;0;1;1;87;1.14;92
10 - Fabian Retamosa;50-Quesos;5056-REQUESON LIGHT CALCAR;54;0;2;2;52;3.7;185.1
10 - Fabian Retamosa;51-Manteca;31220-MANTECA 180g  MILKCREAM;19;3;0;3;16;15.79;234
10 - Fabian Retamosa;52-Crema Doble;5087-CREMA DOBLE X 1/2LT;571;4;30;34;537;5.95;4515.65
10 - Fabian Retamosa;52-Crema Doble;5088-CREMA DOBLE X 1/4 LT;641;0;48;48;593;7.49;4713.95
10 - Fabian Retamosa;52-Crema Doble;5086-CREMA DOBLE X 1LT;285;9;15;24;261;8.42;5353.1
10 - Fabian Retamosa;53-Yogur;5075-GELATINA CALCAR FRUTILLA;224;0;41;41;183;18.3;1026.6
10 - Fabian Retamosa;53-Yogur;5090-POSTRE BOB VAINILLA;1138;11;31;42;1096;3.69;1443.12
10 - Fabian Retamosa;53-Yogur;5089-POSTRE C/ROCKLES;871;13;106;119;752;13.66;4941.05
10 - Fabian Retamosa;53-Yogur;5244-YOGUR 0% DURAZNO;140;0;17;17;123;12.14;1239.74
10 - Fabian Retamosa;53-Yogur;5243-YOGUR 0% FRUTILLA;148;3;14;17;131;11.49;1227.74
10 - Fabian Retamosa;53-Yogur;5057-YOGUR 0% NATURAL;243;0;20;20;223;8.23;1460.24
10 - Fabian Retamosa;53-Yogur;5082-YOGUR BEBIBLE DR;511;14;22;36;475;7.05;1889.87
10 - Fabian Retamosa;53-Yogur;5081-YOGUR BEBIBLE FR;677;3;19;22;655;3.25;1212.89
10 - Fabian Retamosa;53-Yogur;5078-YOGUR BIO DR C/DR;1309;10;25;35;1274;2.67;2489.99
10 - Fabian Retamosa;53-Yogur;5077-YOGUR BIO FR C/FR;1138;23;30;53;1085;4.66;3680.38
10 - Fabian Retamosa;53-Yogur;5074-YOGUR BIO NATURAL;1404;2;33;35;1369;2.49;2528.28
10 - Fabian Retamosa;53-Yogur;5079-YOGUR C/CEREALES;810;0;57;57;753;7.04;2294.62
10 - Fabian Retamosa;54-Dulces;5189-DULCE LECHE 1 KG POTE CALCAR;468;0;11;11;457;2.35;2233.3
10 - Fabian Retamosa;54-Dulces;5068-DULCE LECHE 980G VIDRIO CALCAR;21;0;5;5;16;23.81;1267.2
10 - Fabian Retamosa;54-Dulces;5066-DULCE LECHE CREMA CALCAR TARRINA;141;1;0;1;140;0.71;995
10 - Fabian Retamosa;55-Leche;5208-CHOCOLATADA UHT X 1 LT CALCAR;200;0;24;24;176;12;2031.16
10 - Fabian Retamosa;55-Leche;5196-DESCREMADA LARGA VIDA CALCAR;4182;168;504;672;3510;16.07;32162.08
10 - Fabian Retamosa;55-Leche;5227-DESLACTOSADA CALCAR UHT SEMI DESC;1200;3;41;44;1156;3.67;2635.58
10 - Fabian Retamosa;55-Leche;5195-ENTERA LARGA VIDA CALCAR;11672;138;146;284;11388;2.43;13646.02
10 - Fabian Retamosa;56-DON SANTI;5172-DON SANTI RICOTTA X 1K;2.1;0;3.62;3.62;-1.52;172.38;564.72
10 - Fabian Retamosa;61-Linea gastronomica Mc cain;2941-FRITA WEDGES SKIN ON 2.5 KG MC (5);32;2;0;2;30;6.25;890
10 - Fabian Retamosa;61-Linea gastronomica Mc cain;6045-MC SMILES 1.5 KG (6);17;1;0;1;16;5.88;466
10 - Fabian Retamosa;61-Linea gastronomica Mc cain;6066-MC TRADICIONAL 2KG (8);570;8;0;8;562;1.4;1856
10 - Fabian Retamosa;61-Linea gastronomica Mc cain;6082-ONE FRY X 2.5 KG;514;4;0;4;510;0.78;1072
10 - Fabian Retamosa;61-Linea gastronomica Mc cain;6645-PAPA CRINKLE 2.5KG MC CAIN;20;1;0;1;19;5;480
10 - Fabian Retamosa;61-Linea gastronomica Mc cain;2313-TACUAREMBO MILANESA POLLO 2.5;8;1;0;1;7;12.5;1103
10 - Fabian Retamosa;63-Vegetales Pinguin Mc cain;6101-ACELGA 2KG MC CAIN;38;3;0;3;35;7.89;792
10 - Fabian Retamosa;64-Hamb. Chivito Hamby-Tacuarembo;6118-HAMB. TACUAREMBO X 2 (30) MC.CAIN;323;12;0;12;311;3.72;540
10 - Fabian Retamosa;65-Empaquetados chicos Mc cain;6681-PULPA DE PALTA MC CAIN 450g (12);1;0;1;1;0;100;292
10 - Fabian Retamosa;70-Artico;8824-CEBOLLA 1K ARTICO(10);257;2;0;2;255;0.78;240
10 - Fabian Retamosa;70-Artico;13470-FILETES SALMON SALVAJE 600/900grs;4.77;0.82;0;0.82;3.95;17.19;446.9
10 - Fabian Retamosa;70-Artico;13535-MEXICANA 1K ARTICO (10);106;4;0;4;102;3.77;628
10 - Fabian Retamosa;70-Artico;8825-MORRON ROJO 1K ARTICO (10);239;5;0;5;234;2.09;825
10 - Fabian Retamosa;90-Doña Coca;7514-JAMON ET.NEGRA DOÑA COCA;90.81;5.9;0;5.9;84.91;6.5;2377.7
10 - Fabian Retamosa;90-Doña Coca;7513-JAMON RUVI DOÑA COCA;117.48;6.09;0;6.09;111.39;5.18;1936.62
10 - Fabian Retamosa;90-Doña Coca;7502-PANCHO DOÑA COCA;90.11;2;0;2;88.11;2.22;600
10 - Fabian Retamosa;90-Doña Coca;7500-SALAME MILAN DOÑA COCA;572.3;24.49;4.2;28.69;543.61;5.01;13111.32
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;8701-BONDEOLA CENTENARIO EN FETAS 200G;26;0;1;1;25;3.85;164
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;11020-JAMON COCIDO ET DORADA EN FETAS (200G);26;0;12;12;14;46.15;1079.99
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;8696-JAMON ET.AZUL EN FETAS 200G;23;0;9;9;14;39.13;1672
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;8697-JAMON ET.NEGRA EN FETAS 200G;35;0;15;15;20;42.86;1953.01
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;9000-LEONESA PREMIUM FETAS (200g) CENTENARIO;0;0;1;1;-1;100;81
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;8700-LOMITO CANADIENSE EN FETAS 200G;33;0;4;4;29;12.12;568
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;9012-PALETA ROJA EN FETAS (200g) CENTENARIO;2;0;1;1;1;50;60
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;8695-PANCETA CENTENARIO EN FETAS 200G;31;0;7;7;24;22.58;1015
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;8698-SALAME MILAN CENT. EN FETAS 200G x unidad;9;0;3;3;6;33.33;477
10 - Fabian Retamosa;100-Centenario;9665-BARRA SANDWICH 4k CENTENARIO;138;10;0;10;128;7.25;3540
10 - Fabian Retamosa;100-Centenario;9661-CHORIZO ESPAÑOL X3 CENTENARIO;0.38;0;2.27;2.27;-1.89;597.37;1160.85
10 - Fabian Retamosa;100-Centenario;8722-CHORIZO EXTRA CENTENARIO X3 UNID (KG);9.9;0;0.38;0.38;9.52;3.84;196.84
10 - Fabian Retamosa;100-Centenario;9662-CHORIZO ITALIANO X3 CENTENARIO;1.2;0;1.12;1.12;0.08;93.33;608.16
10 - Fabian Retamosa;100-Centenario;0003-DE LA PLANTA HUMMUS AJO Y LIMON 175G;0;0;1;1;-1;100;147
10 - Fabian Retamosa;100-Centenario;0004-DE LA PLANTA HUMMUS CLASICO 175G;8;4;4;8;0;100;1146.6
10 - Fabian Retamosa;100-Centenario;0001-DE LA PLANTA HUMMUS PIM. AHUMADO 175G;4;0;3;3;1;75;426.3
10 - Fabian Retamosa;100-Centenario;8668-FINZETA S/PIEL CENTENARIO 500G;38.84;6.95;0;6.95;31.89;17.89;3546.85
10 - Fabian Retamosa;100-Centenario;8009-JAMON ARIZONA RECTANGULAR;384.23;2.88;0;2.88;381.35;0.75;817.92
10 - Fabian Retamosa;100-Centenario;9650-JAMON COCIDO EXTRA TRADICIONAL;35.21;0;1.21;1.21;34;3.44;885.12
10 - Fabian Retamosa;100-Centenario;9664-JAMON CRUDO SERRANO BLOQUE CENTENARIO;7.46;5.66;0;5.66;1.8;75.87;7358
10 - Fabian Retamosa;100-Centenario;8002-LEONESA C/ JAMON CENTENARIO;88.54;0;0.85;0.85;87.69;0.96;303.45
10 - Fabian Retamosa;100-Centenario;8047-LOMITO CANADIENSE CENTENARIO;30.87;2.8;0.9;3.7;27.17;11.99;2353.82
10 - Fabian Retamosa;100-Centenario;9532-LONGANIZA AHUMADA CENTENARIO (KG);0;0;0.3;0.3;-0.3;100;240.6
10 - Fabian Retamosa;100-Centenario;9659-MUZZARELLA CENTENARIO;108.23;3.75;0.76;4.51;103.72;4.17;1901.57
10 - Fabian Retamosa;100-Centenario;8050-PALETA  SANDWICHERA ARIZONA;480.39;8.29;0;8.29;472.1;1.73;1764.93
10 - Fabian Retamosa;100-Centenario;8011-PALETA SANDW. CLASICA ECONOMICA;820.78;1;2.37;3.37;817.41;0.41;539.2
10 - Fabian Retamosa;100-Centenario;8615-PANCETA AHUMADA CENTENARIO;75.63;5.4;0;5.4;70.23;7.14;2689.2
10 - Fabian Retamosa;100-Centenario;8021-PANCETA BACON CENTENARIO;475.89;4.84;0;4.84;471.05;1.02;2285.21
10 - Fabian Retamosa;100-Centenario;8008-PANCHO ARIZONA  S.L;343.12;1.45;1.01;2.46;340.66;0.72;585.48
10 - Fabian Retamosa;100-Centenario;8630-PANCHO S/L X20 CENTENARIO;34.57;0;6.66;6.66;27.91;19.27;1881.95
10 - Fabian Retamosa;100-Centenario;8030-PATE CENTENARIO 2 X 1;248;4;21;25;223;10.08;2943.35
10 - Fabian Retamosa;100-Centenario;9667-UNTABLE S/DULCE DL VEGANO 230g CENTENARIO;0;0;1;1;-1;100;109.8
10 - Fabian Retamosa;110- Schneck;8512-HAMB. BURGY X 3 BLANCA (48);396;10;0;10;386;2.53;340
10 - Fabian Retamosa;110- Schneck;8514-HAMB. SCHNECK. X 2 UNID.(42);163;10;0;10;153;6.13;770
10 - Fabian Retamosa;110- Schneck;8500-PANCHO SCHNECK X 8 C;19.11;1;0;1;18.11;5.23;612
10 - Fabian Retamosa;112-FRANUI;8887-FRANUI CHOCOLATE CON LECHE;16;1;0;1;15;6.25;230
10 - Fabian Retamosa;150- D. Joaquin;10513-CASERITO AHUMADO DON JOAQUIN;30.97;4.1;0;4.1;26.87;13.24;2173
10 - Fabian Retamosa;150- D. Joaquin;10502-CASERITO D. JOAQUIN;311.4;4.27;1.34;5.61;305.79;1.8;2956.47
10 - Fabian Retamosa;170-Quesos;11504-BARRA LOVER 4 KG;490.35;10;4;14;476.35;2.86;5259.99
10 - Fabian Retamosa;171-QUESOS CAMPESTRE;2601-OFERTA QUESO RALLADO GRUESO 1K;227;4;0;4;223;1.76;872
10 - Fabian Retamosa;180-Rostan;12015-CACCIOCAVALLO ROSTAN;4.23;0.85;1.6;2.45;1.78;57.92;1431.86
10 - Fabian Retamosa;180-Rostan;12000-COLONIA ROSTAN;591.65;1;0.65;1.65;590;0.28;744
10 - Fabian Retamosa;180-Rostan;12013-FETAS PARRILLERO ROSTAN;8.42;0;0.98;0.98;7.44;11.64;601.72
10 - Fabian Retamosa;180-Rostan;12028-MAGRO CON SAL ROSTAN;19.87;0;0.88;0.88;18.99;4.43;452.32
10 - Fabian Retamosa;180-Rostan;12029-MAGRO SIN SAL ROSTAN;22.5;0;2.79;2.79;19.71;12.4;1434.06
10 - Fabian Retamosa;180-Rostan;12017-SBRINZ CUÑA ROSTAN;1.93;0;0.65;0.65;1.28;33.68;461.27
10 - Fabian Retamosa;200-Quesos Pacama;13003-PACAMA RALLADO FINO X 100 GR;1511;12;12;24;1487;1.59;1437.99
10 - Fabian Retamosa;200-Quesos Pacama;13004-PACAMA RALLADO GRUESO X 100 GR;1213;0;80;80;1133;6.6;4709.97
10 - Fabian Retamosa;200-Quesos Pacama;13000-PACAMA X 1 KG FINO;201;3;4;7;194;3.48;3311
10 - Fabian Retamosa;200-Quesos Pacama;13001-PACAMA X 1 KG GRUESO;242;0;25;25;217;10.33;11706.75
10 - Fabian Retamosa;225-INDULACSA;31209-LECHE EN POLVO ENTERA 25kg PARMALAT;2;1;0;1;1;50;4375
10 - Fabian Retamosa;280-Soldo Hnos.;16031-MAYONESA NATURA X 2.900 CC;62;6;0;6;56;9.68;2586
10 - Fabian Retamosa;282-Productos Limpieza-Jabones;24139-HIPOCLORITO PRIMOR 1LT;4;4;0;4;0;100;164
10 - Fabian Retamosa;290-Snack Soldo;24199-MANI FRITO SALADO DP RIO 180 GR;6;2;0;2;4;33.33;146
10 - Fabian Retamosa;291-Yerba Arminio;16075-ARMIÑO COMPUESTA 1KG;147;1;0;1;146;0.68;183
10 - Fabian Retamosa;291-Yerba Arminio;16076-ARMIÑO SUAVE 1 KG;187;3;0;3;184;1.6;498
10 - Fabian Retamosa;370-Gema;19701-GRASA MANTEX 10 KG (ROJA);72;8;0;8;64;11.11;8320
10 - Fabian Retamosa;409-Avanti-Gastronomico;20568-SALSA BOLOGNESA 220grs AVANTI;8;0;2;2;6;25;298
10 - Fabian Retamosa;410-Avanti-Tapas;20503-EMPANADA CASERA X12 AVANTI- 28 X CAJA;31;0;10;10;21;32.26;1190
10 - Fabian Retamosa;410-Avanti-Tapas;20504-EMPANADA CASERA X20 AVANTI- 20X CAJA;26;0;7;7;19;26.92;1158
10 - Fabian Retamosa;410-Avanti-Tapas;20502-EMPANADA COPETIN x24 AVANTI- 18X CAJA;0;0;1;1;-1;100;125
10 - Fabian Retamosa;410-Avanti-Tapas;20500-EMPANADA X12 AVANTI- 28X CAJA;189;0;24;24;165;12.7;2832.01
10 - Fabian Retamosa;410-Avanti-Tapas;20501-EMPANADA X20 AVANTI- 20X CAJA;85;0;11;11;74;12.94;1798
10 - Fabian Retamosa;410-Avanti-Tapas;20506-MASA BRISSA AVANTI- 20X CAJA;0;0;2;2;-2;100;162
10 - Fabian Retamosa;410-Avanti-Tapas;20511-RECTANGULAR CASERA AVANTI- 20X CAJA;27;0;2;2;25;7.41;308
10 - Fabian Retamosa;410-Avanti-Tapas;20510-RECTANGULAR HOJ  AVANTI- 20X CAJAS;208;0;8;8;200;3.85;1244
10 - Fabian Retamosa;410-Avanti-Tapas;20509-REDONDA CASERA AVANTI- 20X CAJA;30;0;1;1;29;3.33;114
10 - Fabian Retamosa;410-Avanti-Tapas;20508-REDONDA HOJ AVANTI- 20X CAJA;138;0;17;17;121;12.32;1878
10 - Fabian Retamosa;411-Avanti-Pastas;20561-RAVIOLES JAM Y QUE 500G - AV- 12XCAJA;17;0;1;1;16;5.88;217
10 - Fabian Retamosa;411-Avanti-Pastas;20549-RAVIOLES VERDURA -AV 500G- 12X CAJA;23;0;2;2;21;8.7;441
10 - Fabian Retamosa;411-Avanti-Pastas;20553-SORRENTINOS 4QUESOS-AV 500G- 12X CAJA;17;0;2;2;15;11.76;486
10 - Fabian Retamosa;411-Avanti-Pastas;20550-SORRENTINOS J Y Q- AV 500G- 12X CAJA;31;0;3;3;28;9.68;729
10 - Fabian Retamosa;411-Avanti-Pastas;20547-SORRENTINOS RI Y ES- AV 500G- 12X CAJA;33;0;5;5;28;15.15;1233
10 - Fabian Retamosa;411-Avanti-Pastas;20551-TALLARINES FINOS- AV 500G- 12X CAJA;52;0;3;3;49;5.77;339
10 - Fabian Retamosa;412-Pastamania-Tapas;20515-EMPANADA X12 PASTAMANÍA- 36X CAJA;180;0;3;3;177;1.67;264
10 - Fabian Retamosa;412-Pastamania-Tapas;20518-EMPANADA X20 PASTAMANÍA- 24X CAJA;96;0;9;9;87;9.38;1186
10 - Fabian Retamosa;412-Pastamania-Tapas;20520-RECTANGULAR PASTAMANÍA- 20X CAJA;134;0;14;14;120;10.45;1820
10 - Fabian Retamosa;412-Pastamania-Tapas;20519-REDONDA PASTAMANÍA- 20X CAJA;136;0;1;1;135;0.74;86
10 - Fabian Retamosa;413-Pastamania-Pastas;20559-RAVIOL 4 QUESOS 500G PASTAMANIA- 12X CAJA;2;0;1;1;1;50;142
10 - Fabian Retamosa;440-OFERTAS;230040-OFERTA 9 DE ORO AGRIDULCE 200 GR;329;3;0;3;326;0.91;111
10 - Fabian Retamosa;440-OFERTAS;5199-OFERTA BEBIBLE DURAZNO;1089;42;12;54;1035;4.96;2160.01
10 - Fabian Retamosa;440-OFERTAS;5200-OFERTA BEBIBLE FRUTILLA;779;34;5;39;740;5.01;1560.01
10 - Fabian Retamosa;440-OFERTAS;6102-OFERTA ESPINACA 2k MC CAIN;33;1;0;1;32;3.03;205
10 - Fabian Retamosa;440-OFERTAS;8656-OFERTA EXTRA 8+4;593;23;18;41;552;6.91;5535.01
10 - Fabian Retamosa;440-OFERTAS;25040-OFERTA HAMB. EXTRA GRANDE PREMIUM CAMPOSUR (30);221;10;0;10;211;4.52;600
10 - Fabian Retamosa;440-OFERTAS;8062-OFERTA JAMON ARIZONA CUADRADO;690.14;9.35;13.79;23.14;667;3.35;4743.71
10 - Fabian Retamosa;440-OFERTAS;8037-OFERTA MORTADELA ARIZONA;396.84;10.02;0;10.02;386.82;2.52;1372.74
10 - Fabian Retamosa;440-OFERTAS;5197-OFERTA MUZZARELLA CALCAR;1851.26;13.46;0;13.46;1837.8;0.73;4171.35
10 - Fabian Retamosa;440-OFERTAS;9013-OFERTA PALETA ROJA CENTENARIO;641.84;3;4.88;7.88;633.96;1.23;1796.64
10 - Fabian Retamosa;440-OFERTAS;2291-OFERTA PURE DE TOMATE 1030G;271;0;3;3;268;1.11;144
10 - Fabian Retamosa;440-OFERTAS;8642-OFERTA SALAME ARIZONA;96.15;0.6;1.32;1.92;94.23;2;656.64
10 - Fabian Retamosa;440-OFERTAS;271214-OFERTA SUPER TRIPLE BLANCO ALFAJOR;14;3;1.4;4.4;9.6;31.43;1478.4
10 - Fabian Retamosa;440-OFERTAS;271215-OFERTA SUPER TRIPLE CHOCOLATE ALFAJOR;21;0;4.87;4.87;16.13;23.19;1636.32
10 - Fabian Retamosa;468-Cañuela Galletas;22112-9 DE ORO AGRIDUL.100GR (32);496;0;15;15;481;3.02;330
10 - Fabian Retamosa;468-Cañuela Galletas;22102-9 DE ORO AGRIDULCE 200GR (20);307;0;2;2;305;0.65;82
10 - Fabian Retamosa;468-Cañuela Galletas;22103-9 DE ORO AGRIDULCE 420GR (15);655;3;0;3;652;0.46;210
10 - Fabian Retamosa;468-Cañuela Galletas;29506-BUDIN CHOCOLATE 170g 9 DE ORO (14);0;0;1;1;-1;100;56
10 - Fabian Retamosa;469-Cañuela Harinas;22117-0000 HARINA FARINEL X1KG (12);1087;12;51;63;1024;5.8;2382.93
10 - Fabian Retamosa;469-Cañuela Harinas;22108-HARINA ET.VERDE 00 25K;131;1;0;1;130;0.76;679
10 - Fabian Retamosa;469-Cañuela Harinas;22109-HARINA PANADERA 000X25KG;939;21;0;21;918;2.24;15141.01
10 - Fabian Retamosa;470-Cañuelas;29503-HARINA PREMEZCLA PIZZA Y PAN SIN TACC CAÑUELAS;2;0;3;3;-1;150;333
10 - Fabian Retamosa;470-Cañuelas;22194-LEVADURA SECA FERMIPAN 500G;107;20;0;20;87;18.69;3320.01
10 - Fabian Retamosa;471-Salsa Pontevedra;2267-CONCENTRADA 1030 GR PONTEVEDRA;4652;12;2;14;4638;0.3;910.01
10 - Fabian Retamosa;471-Salsa Pontevedra;23117-TAMIZADA PONTEVEDRA 1020G;396;24;0;24;372;6.06;1248
10 - Fabian Retamosa;471-Salsa Pontevedra;22030-TOMATE TRITURADA 910g FRASCO PONTEVEDRA;24;0;1;1;23;4.17;107.1
10 - Fabian Retamosa;472-Jugos Maxi;2285-MAXI DURAZNO 200ml;1131;10;0;10;1121;0.88;169.99
10 - Fabian Retamosa;472-Jugos Maxi;2271-MAXI DURAZNO X1L;1107;4;1;5;1102;0.45;259.7
10 - Fabian Retamosa;472-Jugos Maxi;23118-MAXI FRUTA BANANA/FRUTILLA 1L;124;0;1;1;123;0.81;53
10 - Fabian Retamosa;472-Jugos Maxi;2296-MAXI MANZANA 200ml;1093;10;0;10;1083;0.91;169.99
10 - Fabian Retamosa;472-Jugos Maxi;2272-MAXI MANZANA X1L;595;0;2;2;593;0.34;106
10 - Fabian Retamosa;472-Jugos Maxi;2273-MAXI MULTIFRUTA 1L;701;3;7;10;691;1.43;530
10 - Fabian Retamosa;472-Jugos Maxi;2287-MAXI MULTIFRUTA 200ml;1255;10;1;11;1244;0.88;186.99
10 - Fabian Retamosa;472-Jugos Maxi;2274-MAXI MULTIFRUTA LIGHT 1L;378;0;8;8;370;2.12;424
10 - Fabian Retamosa;472-Jugos Maxi;2286-MAXI NARANJA 200ml;773;10;1;11;762;1.42;186.99
10 - Fabian Retamosa;472-Jugos Maxi;2270-MAXI NARANJA LIGHT X1L;302;0;2;2;300;0.66;106
10 - Fabian Retamosa;472-Jugos Maxi;23119-MAXI NARANJA MANGO 1 LT;243;2;7;9;234;3.7;477
10 - Fabian Retamosa;472-Jugos Maxi;2269-MAXI NARANJA X1L;763;3;1;4;759;0.52;212
10 - Fabian Retamosa;472-Jugos Maxi;2292-MAXI PERA X1 L;0;0;2;2;-2;100;100.7
10 - Fabian Retamosa;480-Oderich;22033-ARVEJA ODERICH  -200GR;136;0;1;1;135;0.74;26
10 - Fabian Retamosa;480-Oderich;22036-ARVEJA Y CHOCLO 200GR ODERICH-P. GRANJA;334;0;2;2;332;0.6;76
10 - Fabian Retamosa;480-Oderich;22035-CREMA CHOCLO350GR ODERICH-P. GRANJA;0;0;1;1;-1;100;38
10 - Fabian Retamosa;480-Oderich;22034-CHOCLO DESGRANADO ODERICH;260;0;4;4;256;1.54;152
10 - Fabian Retamosa;480-Oderich;22044-PATE JAMON 100G ODERICH/P.GRANJA c 24;44;6;0;6;38;13.64;233.7
10 - Fabian Retamosa;490-Villa Margarita;22201-JAMON COCIDO GOLD V.MARGARITA;108.88;4.55;0;4.55;104.33;4.18;2079.35
10 - Fabian Retamosa;503-Pelusa;23013-CAT ADULTO 7kg PELUSA;65;2;0;2;63;3.08;1220
10 - Fabian Retamosa;504-Boby;23029-OFERTA REX 7kg;234;10;0;10;224;4.27;3219.99
10 - Fabian Retamosa;551-Urusal;24097-DOS ANCLAS SAL FINA  X 25 K;81;2;0;2;79;2.47;1720
