vendedor;linea;articulo;venta_bruta;dev_Buen_Estado;dev_Mal_Estado;dev_total;venta_neta;porc_dev;tot_dev_$
1 - Jorge;100-Centenario;8021-PANCETA BACON CENTENARIO;248.1;34.97;0;34.97;213.14;14.09;18426.55
1 - Jorge;100-Centenario;9511-PANCHO EXTRA PACK 8+4 U CENTENARIO;231;4;28;32;199;13.85;6414.78
1 - Jorge;100-Centenario;9643-PARRILLERO PROVOLONE CENTENARIO;21.85;0.9;5.45;6.35;15.5;29.06;3354.45
1 - Jorge;100-Centenario;8030-PATE CENTENARIO 2 X 1;351;6;62;68;283;19.37;8589.87
1 - Jorge;100-Centenario;8023-PULPA BONDEOLA CENTENARIO;217.25;15.4;0;15.4;201.85;7.09;3388
1 - Jorge;100-Centenario;8620-SALAMIN CENTENARIO AHUMADO AL VACIO (KG);16.05;0.75;0;0.75;15.3;4.67;652.5
1 - Jorge;111-Maosol;8599-ZANAHORIA FLANDERS 2.5 KG;10;0;1;1;9;10;286
1 - Jorge;140- Sadia;10039-RIKITOS NUGGET X  2.5 K (C2);52;1;0;1;51;1.92;590
1 - Jorge;150- D. Joaquin;10502-CASERITO D. JOAQUIN;365.85;2.45;0.5;2.95;362.9;0.81;1554.65
1 - Jorge;150- D. Joaquin;10512-MORCILLA DULCE X2 D. JOAQUIN;0.65;0;0.65;0.65;0;100;192.4
1 - Jorge;170-Quesos;11503-Q. SEMIDURO ARTESANAL CASCARA NEGRA;142.67;2.4;0;2.4;140.27;1.68;1068
1 - Jorge;180-Rostan;12000-COLONIA ROSTAN;546.46;12.52;1.4;13.92;532.54;2.55;6336.33
1 - Jorge;190-La Dolfina;25037-DOLFINA HAMB MEGA X2(C30);1436;10;0;10;1426;0.7;459
1 - Jorge;190-La Dolfina;25030-HAMB. CHEDDAR X42 CAMPOSUR;586;20;0;20;566;3.41;1199.99
1 - Jorge;190-La Dolfina;24015-HAMB. DOLFINA X36 X2;4515;65;0;65;4450;1.44;1769.61
1 - Jorge;190-La Dolfina;12526-HAMB. DOLFINA X48 X3;3166;15;0;15;3151;0.47;450
1 - Jorge;190-La Dolfina;24016-HAMB. PARRILLERA x2 CAMPOSUR (42);3341;25;0;25;3316;0.75;1325.01
1 - Jorge;200-Quesos Pacama;13004-PACAMA RALLADO GRUESO X 100 GR;116;0;5;5;111;4.31;310
1 - Jorge;200-Quesos Pacama;13001-PACAMA X 1 KG GRUESO;25;8;0;8;17;32;3840
1 - Jorge;291-Yerba Arminio;16077-ARMIÑO CLASICA 1 KG;44;3;0;3;41;6.82;498
1 - Jorge;291-Yerba Arminio;16079-ARMIÑO CLASICA 500 GR;91;5;0;5;86;5.49;445
1 - Jorge;291-Yerba Arminio;24181-ARMIÑO COMPUESTA 100G (CAJA X12);4;1;0;1;3;25;299
1 - Jorge;291-Yerba Arminio;16075-ARMIÑO COMPUESTA 1KG;206;3;0;3;203;1.46;549
1 - Jorge;291-Yerba Arminio;16078-ARMIÑO COMPUESTA 500 GR;236;3;0;3;233;1.27;291
1 - Jorge;291-Yerba Arminio;16076-ARMIÑO SUAVE 1 KG;181;3;0;3;178;1.66;498
1 - Jorge;291-Yerba Arminio;24179-ARMIÑO SUAVE 100GR (CAJA X12);4;1;0;1;3;25;276
1 - Jorge;291-Yerba Arminio;16080-ARMIÑO SUAVE 500 GR;253;9;0;9;244;3.56;801
1 - Jorge;370-Gema;19716-ACEITE ALGODON Y ARROZ BIDON 5LT FIORELLA;166;3;0;3;163;1.81;2079
1 - Jorge;370-Gema;4011-GRASA EL HORNERO x10K;128;3;0;3;125;2.34;2175
1 - Jorge;409-Avanti-Gastronomico;20568-SALSA BOLOGNESA 220grs AVANTI;21;0;7;7;14;33.33;976.7
1 - Jorge;409-Avanti-Gastronomico;20569-SALSA CARUSSO 220grs AVANTI;24;0;2;2;22;8.33;302
1 - Jorge;410-Avanti-Tapas;20503-EMPANADA CASERA X12 AVANTI- 28 X CAJA;191;2;2;4;187;2.09;424.6
1 - Jorge;410-Avanti-Tapas;20504-EMPANADA CASERA X20 AVANTI- 20X CAJA;184;2;5;7;177;3.8;1070.77
1 - Jorge;410-Avanti-Tapas;20502-EMPANADA COPETIN x24 AVANTI- 18X CAJA;131;2;18;20;111;15.27;2252.8
1 - Jorge;410-Avanti-Tapas;20500-EMPANADA X12 AVANTI- 28X CAJA;525;10;11;21;504;4;2393.07
1 - Jorge;410-Avanti-Tapas;20501-EMPANADA X20 AVANTI- 20X CAJA;537;13;12;25;512;4.66;4249.99
1 - Jorge;410-Avanti-Tapas;20506-MASA BRISSA AVANTI- 20X CAJA;20;0;2;2;18;10;133.38
1 - Jorge;410-Avanti-Tapas;20511-RECTANGULAR CASERA AVANTI- 20X CAJA;155;0;3;3;152;1.94;480
1 - Jorge;410-Avanti-Tapas;20510-RECTANGULAR HOJ  AVANTI- 20X CAJAS;926;23;10;33;893;3.56;4880.02
1 - Jorge;410-Avanti-Tapas;20509-REDONDA CASERA AVANTI- 20X CAJA;153;0;1;1;152;0.65;114
1 - Jorge;410-Avanti-Tapas;20508-REDONDA HOJ AVANTI- 20X CAJA;765;11;34;45;720;5.88;4919.63
1 - Jorge;411-Avanti-Pastas;20561-RAVIOLES JAM Y QUE 500G - AV- 12XCAJA;121;2;10;12;109;9.92;2468.11
1 - Jorge;411-Avanti-Pastas;20549-RAVIOLES VERDURA -AV 500G- 12X CAJA;145;3;29;32;113;22.07;6147.5
1 - Jorge;411-Avanti-Pastas;20562-RAVIOLONES CALABAZA AV 330g (12);61;0;5;5;56;8.2;929.96
1 - Jorge;411-Avanti-Pastas;20570-RAVIOLONES HONGOS AV 330g (12);53;0;3;3;50;5.66;612
1 - Jorge;411-Avanti-Pastas;20553-SORRENTINOS 4QUESOS-AV 500G- 12X CAJA;92;0;25;25;67;27.17;5673.08
1 - Jorge;411-Avanti-Pastas;20550-SORRENTINOS J Y Q- AV 500G- 12X CAJA;134;0;11;11;123;8.21;2597.9
1 - Jorge;411-Avanti-Pastas;20547-SORRENTINOS RI Y ES- AV 500G- 12X CAJA;101;0;13;13;88;12.87;2980.52
1 - Jorge;411-Avanti-Pastas;20571-TAGLIATELLE ALBAHACA AVANTI 270G (16);0;0;5;5;-5;100;619.12
1 - Jorge;411-Avanti-Pastas;20551-TALLARINES FINOS- AV 500G- 12X CAJA;180;0;7;7;173;3.89;812
1 - Jorge;412-Pastamania-Tapas;20515-EMPANADA X12 PASTAMANÍA- 36X CAJA;401;5;40;45;356;11.22;3779.6
1 - Jorge;412-Pastamania-Tapas;20518-EMPANADA X20 PASTAMANÍA- 24X CAJA;445;5;17;22;423;4.94;2837.13
1 - Jorge;412-Pastamania-Tapas;20520-RECTANGULAR PASTAMANÍA- 20X CAJA;649;4;20;24;625;3.7;3077.79
1 - Jorge;412-Pastamania-Tapas;20519-REDONDA PASTAMANÍA- 20X CAJA;988;6;11;17;971;1.72;1459.86
1 - Jorge;413-Pastamania-Pastas;20559-RAVIOL 4 QUESOS 500G PASTAMANIA- 12X CAJA;102;1;15;16;86;15.69;2114.1
1 - Jorge;413-Pastamania-Pastas;20560-RAVIOL CAR/VERD. 500G PASTAMANIA- 12X CAJA;89;1;18;19;70;21.35;2366.87
1 - Jorge;413-Pastamania-Pastas;20554-RAVIOL RIC Y ESP-500G PASTAMANIA- 12X CAJA;98;0;8;8;90;8.16;1075.16
1 - Jorge;413-Pastamania-Pastas;20555-TALLARINES 500G PASTAMANIA- 12X CAJA;138;2;5;7;131;5.07;649.65
1 - Jorge;440-OFERTAS;6102-OFERTA ESPINACA 2k MC CAIN;242;16;0;16;226;6.61;3595
1 - Jorge;440-OFERTAS;8062-OFERTA JAMON ARIZONA CUADRADO;75.1;6.2;0;6.2;68.9;8.26;1271
1 - Jorge;440-OFERTAS;8037-OFERTA MORTADELA ARIZONA;106.4;2.4;0;2.4;104;2.26;328.8
1 - Jorge;440-OFERTAS;9013-OFERTA PALETA ROJA CENTENARIO;371.65;9.65;0;9.65;362;2.6;2200.2
1 - Jorge;440-OFERTAS;8642-OFERTA SALAME ARIZONA;82.8;10.75;0;10.75;72.05;12.98;3676.5
1 - Jorge;441-OFERTA DOLFINA;24028-OFERTA HAMBURGUESA DOLFINA X3;2788;164;0;164;2624;5.88;4100.04
1 - Jorge;468-Cañuela Galletas;22112-9 DE ORO AGRIDUL.100GR (32);134;0;5;5;129;3.73;110
1 - Jorge;468-Cañuela Galletas;22102-9 DE ORO AGRIDULCE 200GR (20);185;5;5;10;175;5.41;410.01
1 - Jorge;468-Cañuela Galletas;22103-9 DE ORO AGRIDULCE 420GR (15);130;5;0;5;125;3.85;375
1 - Jorge;468-Cañuela Galletas;22146-PASEO 5 SEMILLA 300G;67;8;1;9;58;13.43;612
1 - Jorge;468-Cañuela Galletas;22157-PASEO CRACKERS 300G;11;2;1;3;8;27.27;198
1 - Jorge;468-Cañuela Galletas;22158-PASEO MULTICEREALES 300G;13;2;1;3;10;23.08;198
1 - Jorge;468-Cañuela Galletas;22105-PASEO SALVADO 300GR;13;2;0;2;11;15.38;136
1 - Jorge;480-Oderich;22080-Lentejas oderich 420g;70;1;0;1;69;1.43;48
1 - Jorge;480-Oderich;22044-PATE JAMON 100G ODERICH/P.GRANJA c 24;94;0;1;1;93;1.06;43
1 - Jorge;480-Oderich;22078-POROTOS NATURAL 380gr ODERICH;43;1;0;1;42;2.33;46
1 - Jorge;551-Urusal;24119-DOS ESTRELLAS SAL FINA 500 G (24);30;10;0;10;20;33.33;340
1 - Jorge;604-Culinex;700377612-RUSA 2.5kg HUERTA DEL ESTE;13;4;0;4;9;30.77;1344
1 - Jorge;650-PORTOBELO;31219-CREMA DOBLE COLONIAL 1 Lt;22;0;2;2;20;9.09;430
1 - Jorge;660-Condimentos Del Gaucho;25705-SAL PARRILLERA DEL GAUCHO.350 BOTELLA;132;7;0;7;125;5.3;721
1 - Jorge;662-Condimentos Arrecife;24726-AJO Y PEREJIL ARRECIFE x500g BOT.;34;2;0;2;32;5.88;140
1 - Jorge;662-Condimentos Arrecife;24727-CHIMICHURRI ARRECIFE x500g BOT.;37;4;0;4;33;10.81;280
1 - Jorge;663-Aderezos Del Gaucho;24739-KETCHUP DEL GAUCHO x60g DP(Cx12);25;1;0;1;24;4;236
1 - Jorge;663-Aderezos Del Gaucho;24730-MOSTAZA DEL GAUCHO x100g DP (Cx14);32;2;0;2;30;6.25;526
1 - Jorge;664-Conservas Del Gaucho;24711-MORRONES VINAGRE DEL GAUCHOx350g FRASCO;22;1;0;1;21;4.55;125
1 - Jorge;700-PROMOL;30533-LAZZARONI CODO 400GRS;58;3;0;3;55;5.17;99
1 - Jorge;700-PROMOL;30534-LAZZARONI CORTADITOS 400GRS;54;3;0;3;51;5.56;99
1 - Jorge;700-PROMOL;30530-LAZZARONI MOÑA CHICA 400GRS;62;3;0;3;59;4.84;99
1 - Jorge;700-PROMOL;30529-LAZZARONI MOÑA GRANDE 400GRS;76;3;12;15;61;19.74;495
1 - Jorge;700-PROMOL;30531-LAZZARONI MOSTACHOL 400GRS;41;3;1;4;37;9.76;132
1 - Jorge;700-PROMOL;30528-LAZZARONI SPAGHETTI 400 GRS;145;3;0;3;142;2.07;99
1 - Jorge;800-FRESH UP;440401-FRESH UP FRESCURA MAXIMA 50G;46;5;0;5;41;10.87;140
1 - Jorge;800-FRESH UP;440402-FRESH UP FRESCURA MAXIMA 90g;44;5;0;5;39;11.36;230
1 - Jorge;999-Sin calificar;2036-DTOS. OTORGADOS;3;90.42;0;90.42;-87.42;3014;43307.38
1 - Jorge;1009-carbon;30100-CARBON 3 KG LAPACHO;650;10;0;10;640;1.54;899.99
1 - Jorge;1012-Aceites Garzon;30128-ACEITE OLIVA EXTRA VIRGEN BIV 250ML;23;4;0;4;19;17.39;1208
1 - Jorge;1035-Dairyco x1lt;24067-DAIRYCO MULTIFRUTA 1L X12;203;2;14;16;187;7.88;2112.32
1 - Jorge;1035-Dairyco x1lt;24068-DAIRYCO NARANJA 1L X12;160;0;11;11;149;6.88;1373.76
1 - Jorge;1035-Dairyco x1lt;24069-DAIRYCO NARANJA LIGHT 1L X12;195;1;16;17;178;8.72;2135.75
1 - Jorge;1035-Dairyco x1lt;24096-DAIRYCO NARANJA MANGO 1L X12;4;0;3;3;1;75;405
1 - Jorge;1035-Dairyco x1lt;24072-DAIRYCO NARANJA PULPA 1L X12;158;2;24;26;132;16.46;3197.42
1 - Jorge;1035-Dairyco x1lt;24070-DAIRYCO NARANJA ZANAHO 1L X12;199;0;5;5;194;2.51;675
1 - Jorge;1035-Dairyco x1lt;24071-DAIRYCO NARANJA ZANAHO LIGHT 1L X12;168;5;4;9;159;5.36;1215
1 - Jorge;1036-Dairyco x500ml;24107-DAIRYCO MULTIFRUTA 500 X 10 UNI;439;6;4;10;429;2.28;706.77
1 - Jorge;1036-Dairyco x500ml;24108-DAIRYCO NARANJA 500 X 10 UNI;288;2;41;43;245;14.93;2996.76
1 - Jorge;1036-Dairyco x500ml;24061-DAIRYCO NARANJA LIGHT 500CC X10;263;2;19;21;242;7.98;1492.15
1 - Jorge;1036-Dairyco x500ml;24064-DAIRYCO NARANJA PULPA 500CC X10;221;2;21;23;198;10.41;1629.53
1 - Jorge;1036-Dairyco x500ml;24062-DAIRYCO NARANJA ZANAHO 500CC X10;278;2;10;12;266;4.32;850.76
1 - Jorge;1036-Dairyco x500ml;24063-DAIRYCO NARANJA ZANAHO LIGHT 500CC X10;267;3;12;15;252;5.62;1060.15
1 - Jorge;1037-Dairyco x3lt;24073-DAIRYCO MULTIFRUTA 3L X6;43;0;4;4;39;9.3;1308.69
1 - Jorge;1040-Bandejas;8061-BANDEJAS CENTENARIO;4;8;0;8;-4;200;3200
1 - Jorge;1080-MILI CUIDADO PERSONAL;26010-MILI TOALLA DIA/NOCHE 8 (24);107;5;0;5;102;4.67;220
1 - Jorge;1080-MILI CUIDADO PERSONAL;26015-MILI TOALLA NOCTURNA X8 C/ALAS (36);201;8;0;8;193;3.98;400
1 - Jorge;1080-MILI CUIDADO PERSONAL;26012-MILI TOALLA SECA C/ALAS X8 (36);194;5;0;5;189;2.58;205
1 - Jorge;1080-MILI CUIDADO PERSONAL;26011-MILI TOALLA SUAVE 8 (36);203;10;0;10;193;4.93;370
1 - Jorge;1090-Dairyco Zug;25197-DAIRYCO ZUG DURAZNO 1500ML X6;32;2;11;13;19;40.63;1592.9
1 - Jorge;1090-Dairyco Zug;25198-DAIRYCO ZUG DURAZNO 350cc X12;41;3;17;20;21;48.78;966.65
1 - Jorge;1090-Dairyco Zug;25202-DAIRYCO ZUG MULTIFRUTA 1500ml X6;41;2;6;8;33;19.51;1080.32
1 - Jorge;1090-Dairyco Zug;25201-DAIRYCO ZUG MULTIFRUTA 350cc X12;33;0;5;5;28;15.15;286.15
1 - Jorge;1090-Dairyco Zug;25195-DAIRYCO ZUG NARANJA 1500ML x6;32;2;1;3;29;9.38;381
1 - Jorge;1090-Dairyco Zug;25194-DAIRYCO ZUG NARANJA 350ML X12;37;3;6;9;28;24.32;434.75
1 - Jorge;1101-DOCILE PUNTA BALLENA;27092-DOCILE BANANA 500gs (12) DOCILE;9;3;0;3;6;33.33;390
1 - Jorge;1101-DOCILE PUNTA BALLENA;27093-DOCILE BESO 500G;11;4;0;4;7;36.36;520
1 - Jorge;1149-GALLETAS MOLINOS DEL SOL;3432-CORLASA MUZZARELLA X 3.5;303.91;3.5;0;3.5;300.41;1.15;1225
1 - Jorge;1150-SNACKS;556-BATATA PURA PAPA ONDULADA 120g (10);32;0;4;4;28;12.5;256
1 - Jorge;1150-SNACKS;551-BATATA PURA PAPA ORIGINAL 120g (10);47;1;1;2;45;4.26;128
1 - Jorge;1150-SNACKS;565-BATATA PURA PAPA ORIGINAL 240g (6);32;1;2;3;29;9.38;372
1 - Jorge;1150-SNACKS;552-BATATA PURA PAPA ORIGINAL 380g (8);10;0;1;1;9;10;179
1 - Jorge;1150-SNACKS;550-BATATA PURA PAPA ORIGINAL 50g (20);109;5;0;5;104;4.59;125
1 - Jorge;1151-FIDEOS FIDELLI;563-FIDELLI SPAGHETTI 500g (12);139;12;0;12;127;8.63;432
10 - Fabian Retamosa;1-Impulsiva;2-SANDWICHE 30;1;1;0;1;0;100;43
10 - Fabian Retamosa;22-Pastas batuk 750 gr;730367613-RAVIOLES VERDURA 750 BATUK;157;3;0;3;154;1.91;351
10 - Fabian Retamosa;30-Dulces La Granjera;2002-MEMBRILLO L.G 4 KG.;25;2;0;2;23;8;687.8
10 - Fabian Retamosa;31-Mermeladas L.Granjera;L105-MEMBRILLO LIMAY 4K;10;1;0;1;9;10;360
10 - Fabian Retamosa;50-Quesos;5053-BARRA SANDW CALCAR 4KG;850.01;48;28.52;76.52;773.49;9;24254.39
10 - Fabian Retamosa;50-Quesos;5055-REQUESON CALCAR;8;0;10;10;-2;125;980
10 - Fabian Retamosa;50-Quesos;5056-REQUESON LIGHT CALCAR;12;0;2;2;10;16.67;196
10 - Fabian Retamosa;51-Manteca;22546-COAMO MARGARINA S/SAL 14.5kg BALDE;32;7;0;7;25;21.88;10841.49
10 - Fabian Retamosa;51-Manteca;30510-MANTECA 1kg MILKCREAM;29;1;0;1;28;3.45;355
10 - Fabian Retamosa;52-Crema Doble;5087-CREMA DOBLE X 1/2LT;164;0;15;15;149;9.15;1868.51
10 - Fabian Retamosa;52-Crema Doble;5088-CREMA DOBLE X 1/4 LT;147;2;18;20;127;13.61;1877.55
10 - Fabian Retamosa;52-Crema Doble;5086-CREMA DOBLE X 1LT;79;0;4;4;75;5.06;857.15
10 - Fabian Retamosa;53-Yogur;5075-GELATINA CALCAR FRUTILLA;146;10;23;33;113;22.6;942.99
10 - Fabian Retamosa;53-Yogur;5090-POSTRE BOB VAINILLA;309;2;29;31;278;10.03;1160.92
10 - Fabian Retamosa;53-Yogur;5089-POSTRE C/ROCKLES;186;0;20;20;166;10.75;869.01
10 - Fabian Retamosa;53-Yogur;5244-YOGUR 0% DURAZNO;125;3;30;33;92;26.4;2109.01
10 - Fabian Retamosa;53-Yogur;5243-YOGUR 0% FRUTILLA;10;0;4;4;6;40;296.25
10 - Fabian Retamosa;53-Yogur;5057-YOGUR 0% NATURAL;129;0;1;1;128;0.78;65
10 - Fabian Retamosa;53-Yogur;5082-YOGUR BEBIBLE DR;247;6;56;62;185;25.1;3431.37
10 - Fabian Retamosa;53-Yogur;5081-YOGUR BEBIBLE FR;141;0;10;10;131;7.09;564.2
10 - Fabian Retamosa;53-Yogur;5078-YOGUR BIO DR C/DR;551;6;44;50;501;9.07;3694.97
10 - Fabian Retamosa;53-Yogur;5077-YOGUR BIO FR C/FR;314;5;46;51;263;16.24;3728.72
10 - Fabian Retamosa;53-Yogur;5074-YOGUR BIO NATURAL;443;6;29;35;408;7.9;2562.48
10 - Fabian Retamosa;53-Yogur;5079-YOGUR C/CEREALES;264;0;27;27;237;10.23;1177.01
10 - Fabian Retamosa;54-Dulces;5189-DULCE LECHE 1 KG POTE CALCAR;409;0;4;4;405;0.98;632
10 - Fabian Retamosa;54-Dulces;5070-DULCE LECHE 250G CALCAR;123;15;0;15;108;12.2;792
10 - Fabian Retamosa;54-Dulces;5068-DULCE LECHE 980G VIDRIO CALCAR;145;0;1;1;144;0.69;180.5
10 - Fabian Retamosa;55-Leche;5208-CHOCOLATADA UHT X 1 LT CALCAR;2696;180;166;346;2350;12.83;20138.03
10 - Fabian Retamosa;55-Leche;5196-DESCREMADA LARGA VIDA CALCAR;2847;0;26;26;2821;0.91;1355
10 - Fabian Retamosa;55-Leche;5227-DESLACTOSADA CALCAR UHT SEMI DESC;339;0;3;3;336;0.88;179.7
10 - Fabian Retamosa;55-Leche;5195-ENTERA LARGA VIDA CALCAR;8833;45;3;48;8785;0.54;2556
10 - Fabian Retamosa;60-Sibarita;6015-EMPANADA JAMON/QUESO X 9 HAMBY;1;1;0;1;0;100;490
10 - Fabian Retamosa;61-Linea gastronomica Mc cain;2941-FRITA WEDGES SKIN ON 2.5 KG MC (5);14;1;0;1;13;7.14;461
10 - Fabian Retamosa;61-Linea gastronomica Mc cain;6045-MC SMILES 1.5 KG (6);15;3;0;3;12;20;1398
10 - Fabian Retamosa;61-Linea gastronomica Mc cain;6066-MC TRADICIONAL 2KG (8);349;15;0;15;334;4.3;3599.99
10 - Fabian Retamosa;61-Linea gastronomica Mc cain;6044-NOISETTES 2.5 K MCCAIN (4);52;1;0;1;51;1.92;666
10 - Fabian Retamosa;61-Linea gastronomica Mc cain;6082-ONE FRY X 2.5 KG;1065;32;0;32;1033;3;8575.99
10 - Fabian Retamosa;64-Hamb. Chivito Hamby-Tacuarembo;6057-HAMB. HAMBY X 2 (42);295;10;0;10;285;3.39;750
10 - Fabian Retamosa;70-Artico;13470-FILETES SALMON SALVAJE 600/900grs;6.84;0.5;0;0.5;6.34;7.32;272.5
10 - Fabian Retamosa;80-Congelados DYSA;7064-PORTO BELO FILET MERLUZA 1K (10);24;3;0;3;21;12.5;1266
10 - Fabian Retamosa;81-Graba;10034-RIKITOS 16X400 GR;19;0;2;2;17;10.53;214
10 - Fabian Retamosa;83-CAMBAY PREPARACION;4522-CAMBAY LECHE EN POLVO ENTERA 1kg (10);17;1;0;1;16;5.88;315
10 - Fabian Retamosa;90-Doña Coca;7506-FINZETA DOÑA COCA;16.12;0.35;0;0.35;15.77;2.17;152.6
10 - Fabian Retamosa;90-Doña Coca;7505-LOMO AHUMADO DOÑA COCA;86.64;6.59;0;6.59;80.06;7.6;2798.63
10 - Fabian Retamosa;90-Doña Coca;7502-PANCHO DOÑA COCA;67.25;4.86;0;4.86;62.39;7.23;1458
10 - Fabian Retamosa;90-Doña Coca;7500-SALAME MILAN DOÑA COCA;616.57;4.3;0;4.3;612.27;0.7;1866.84
10 - Fabian Retamosa;91-CARNES;2523-NALGA FETEADA;13.04;2;0;2;11.04;15.34;1088
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;11020-JAMON COCIDO ET DORADA EN FETAS (200G);55;5;9;14;41;25.45;1435.99
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;8696-JAMON ET.AZUL EN FETAS 200G;20;0;10;10;10;50;2240.01
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;8697-JAMON ET.NEGRA EN FETAS 200G;30;0;8;8;22;26.67;1208
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;8700-LOMITO CANADIENSE EN FETAS 200G;41;0;4;4;37;9.76;728
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;8695-PANCETA CENTENARIO EN FETAS 200G;60;0;1;1;59;1.67;175
10 - Fabian Retamosa;99-FETEADOS CENTENARIO;8698-SALAME MILAN CENT. EN FETAS 200G x unidad;41;0;2;2;39;4.88;436
10 - Fabian Retamosa;100-Centenario;8728-CHORIZO CHEDDAR BACON X3 (kG);5.05;0;1.13;1.13;3.92;22.38;647.49
10 - Fabian Retamosa;100-Centenario;9661-CHORIZO ESPAÑOL X3 CENTENARIO;7.17;0;0.39;0.39;6.78;5.44;223.47
10 - Fabian Retamosa;100-Centenario;8702-CHORIZO EXTRA AHUMADO CENT. X3UNI (KG);8.81;0;0.18;0.18;8.63;2.04;89.46
10 - Fabian Retamosa;100-Centenario;8659-CHORIZO EXTRA X 2 XL PACK (kg);32.02;0;1.49;1.49;30.53;4.65;677.95
10 - Fabian Retamosa;100-Centenario;8720-CHORIZO GOURMET CENT. X3 UNI (KG);5.8;0;1.13;1.13;4.67;19.48;646.36
10 - Fabian Retamosa;100-Centenario;9662-CHORIZO ITALIANO X3 CENTENARIO;3;0;1.5;1.5;1.5;50;859.5
10 - Fabian Retamosa;100-Centenario;8703-CHORIZO PURO CERDO CENTENARIO X3UNI (KG);4.93;0;0.8;0.8;4.13;16.23;348
10 - Fabian Retamosa;100-Centenario;0004-DE LA PLANTA HUMMUS CLASICO 175G;0;0;1;1;-1;100;147
10 - Fabian Retamosa;100-Centenario;0001-DE LA PLANTA HUMMUS PIM. AHUMADO 175G;0;0;1;1;-1;100;147
10 - Fabian Retamosa;100-Centenario;8651-JAMON ARIZONA CUADRADO;846.45;50.02;34.97;84.99;761.46;10.04;24293.89
10 - Fabian Retamosa;100-Centenario;8009-JAMON ARIZONA RECTANGULAR;179.09;9.1;0;9.1;169.99;5.08;2650.4
10 - Fabian Retamosa;100-Centenario;9650-JAMON COCIDO EXTRA TRADICIONAL;12.93;0;3.32;3.32;9.61;25.68;2633.59
10 - Fabian Retamosa;100-Centenario;8331-JAMON CRUDO SERRANO 100 G;10;0;4;4;6;40;840
10 - Fabian Retamosa;100-Centenario;9664-JAMON CRUDO SERRANO BLOQUE CENTENARIO;21.7;3.87;0;3.87;17.83;17.83;4595.62
10 - Fabian Retamosa;100-Centenario;24802-JAMON CRUDO SERRANO CENTENARIO;0;0;1.4;1.4;-1.4;100;1638
10 - Fabian Retamosa;100-Centenario;8034-JAMON PLUS CENTENARIO;79.14;3.1;0;3.1;76.04;3.92;1085
10 - Fabian Retamosa;100-Centenario;8002-LEONESA C/ JAMON CENTENARIO;53.84;0;3.48;3.48;50.36;6.46;1433.76
10 - Fabian Retamosa;100-Centenario;8047-LOMITO CANADIENSE CENTENARIO;14.34;0;1.7;1.7;12.64;11.86;1094.8
10 - Fabian Retamosa;100-Centenario;8010-MORTADELA ARIZONA FINA;107.31;2.19;0;2.19;105.12;2.04;444.57
10 - Fabian Retamosa;100-Centenario;8615-PANCETA AHUMADA CENTENARIO;76.9;2.62;0;2.62;74.28;3.41;1689.9
10 - Fabian Retamosa;100-Centenario;8021-PANCETA BACON CENTENARIO;627.95;16.48;0;16.48;611.47;2.62;8394.32
10 - Fabian Retamosa;100-Centenario;9511-PANCHO EXTRA PACK 8+4 U CENTENARIO;200;0;16;16;184;8;3201.24
10 - Fabian Retamosa;100-Centenario;8030-PATE CENTENARIO 2 X 1;216;3;48;51;165;23.61;6658.62
10 - Fabian Retamosa;100-Centenario;8023-PULPA BONDEOLA CENTENARIO;1118.76;3.14;0;3.14;1115.63;0.28;558.03
10 - Fabian Retamosa;100-Centenario;9534-SALAME MILAN CENTENARIO PLUS;17.92;0;1.8;1.8;16.12;10.05;898.2
10 - Fabian Retamosa;100-Centenario;9667-UNTABLE S/DULCE DL VEGANO 230g CENTENARIO;0;0;2;2;-2;100;244
10 - Fabian Retamosa;110- Schneck;8500-PANCHO SCHNECK X 8 C;13.53;1.91;0;1.91;11.62;14.12;1168.92
10 - Fabian Retamosa;150- D. Joaquin;10502-CASERITO D. JOAQUIN;457.3;9.86;0;9.86;447.45;2.16;5135.61
10 - Fabian Retamosa;150- D. Joaquin;10512-MORCILLA DULCE X2 D. JOAQUIN;4.57;0.45;0;0.45;4.12;9.86;133.2
10 - Fabian Retamosa;150- D. Joaquin;10501-MORCILLA SALADA D. JOAQUIN;68.08;0.85;0.44;1.29;66.79;1.89;381.84
10 - Fabian Retamosa;150- D. Joaquin;10500-MORCILLAS DULCE D. JOAQUIN;26.88;1.37;0;1.37;25.51;5.1;405.52
10 - Fabian Retamosa;170-Quesos;11504-BARRA LOVER 4 KG;700;0;11.96;11.96;688.04;1.71;4544.79
10 - Fabian Retamosa;170-Quesos;11503-Q. SEMIDURO ARTESANAL CASCARA NEGRA;95.85;1.49;0;1.49;94.36;1.55;663.05
10 - Fabian Retamosa;170-Quesos;11506-SALSA CHEDDAR X1KG CATALCREM;12;2;0;2;10;16.67;758
10 - Fabian Retamosa;170-Quesos;13012-VALLE DEL ESCUDERO BARRA 7K;929;43;0;43;886;4.63;12459.25
10 - Fabian Retamosa;171-QUESOS CAMPESTRE;2601-OFERTA QUESO RALLADO GRUESO 1K;211;3;0;3;208;1.42;654
