vendedor,linea,articulo,venta_bruta,dev_Buen_Estado,dev_Mal_Estado,dev_total,venta_neta,porc_dev,tot_dev_$
1 - Jorge,53-Yogur,5077-YOGUR BIO FR C/FR,816.0,8.0,62.0,70.0,746.0,8.58,5109.99
1 - Jorge,53-Yogur,5074-YOGUR BIO NATURAL,805.0,8.0,25.0,33.0,772.0,4.1,2318.85
1 - Jorge,53-Yogur,5079-YOGUR C/CEREALES,1004.0,47.0,82.0,129.0,875.0,12.85,5478.22
1 - Jorge,54-Dulces,5068-DULCE LECHE 980G VIDRIO CALCAR,29.0,3.0,0.0,3.0,26.0,10.34,714.0
1 - Jorge,55-Leche,5208-CHOCOLATADA UHT X 1 LT CALCAR,718.0,0.0,17.0,17.0,701.0,2.37,1513.0
1 - Jorge,55-Leche,5196-DESCREMADA LARGA VIDA CALCAR,2790.0,24.0,12.0,36.0,2754.0,1.29,1980.0
1 - Jorge,55-Leche,5227-DESLACTOSADA CALCAR UHT SEMI DESC,711.0,12.0,36.0,48.0,663.0,6.75,3408.02
1 - Jorge,55-Leche,5195-ENTERA LARGA VIDA CALCAR,8628.0,72.0,0.0,72.0,8556.0,0.83,3528.04
1 - Jorge,60-Sibarita,16512-EMPANADA POLLO X 3 HAMBY,7.0,0.0,7.0,7.0,0.0,100.0,1105.44
1 - Jorge,61-Linea gastronomica Mc cain,2941-FRITA WEDGES SKIN ON 2.5 KG MC (5),56.0,0.0,1.0,1.0,55.0,1.79,461.0
1 - Jorge,61-Linea gastronomica Mc cain,6672-MC CAIN CRINKLE 20X600 GR,61.0,4.0,0.0,4.0,57.0,6.56,575.28
1 - Jorge,61-Linea gastronomica Mc cain,6045-MC SMILES 1.5 KG (6),114.0,2.0,0.0,2.0,112.0,1.75,932.0
1 - Jorge,61-Linea gastronomica Mc cain,6066-MC TRADICIONAL 2KG (8),2423.0,24.0,0.0,24.0,2399.0,0.99,5471.99
1 - Jorge,61-Linea gastronomica Mc cain,6044-NOISETTES 2.5 K MCCAIN (4),124.0,1.0,0.0,1.0,123.0,0.81,683.0
1 - Jorge,61-Linea gastronomica Mc cain,6082-ONE FRY X 2.5 KG,973.0,49.0,3.0,52.0,921.0,5.34,12947.2
1 - Jorge,61-Linea gastronomica Mc cain,6645-PAPA CRINKLE 2.5KG MC CAIN,22.0,0.0,1.0,1.0,21.0,4.55,480.0
1 - Jorge,61-Linea gastronomica Mc cain,6077-PURE DE PAPA X 20 K MC CAIN,9.0,1.0,0.0,1.0,8.0,11.11,5941.0
1 - Jorge,63-Vegetales Pinguin Mc cain,6049-ESPINACA PICADA 2K MC CAIN (5),432.0,5.0,0.0,5.0,427.0,1.16,1240.0
1 - Jorge,63-Vegetales Pinguin Mc cain,6083-MC CAIN ARVEJA 500 GR (16),125.0,0.0,1.0,1.0,124.0,0.8,97.76
1 - Jorge,64-Hamb. Chivito Hamby-Tacuarembo,6640-HAMB. HAMBY CEBOLLA X2,41.0,0.0,3.0,3.0,38.0,7.32,240.0
1 - Jorge,64-Hamb. Chivito Hamby-Tacuarembo,6639-HAMB. HAMBY PANCETA X2,41.0,0.0,2.0,2.0,39.0,4.88,160.0
1 - Jorge,65-Empaquetados chicos Mc cain,6098-CROQUETAS X 1 KG MC CAIN,16.0,0.0,1.0,1.0,15.0,6.25,285.0
1 - Jorge,65-Empaquetados chicos Mc cain,6035-MC NOISETTES 600 GR (16),66.0,0.0,2.0,2.0,64.0,3.03,351.14
1 - Jorge,65-Empaquetados chicos Mc cain,6036-MC SMILES 700 GR (14),125.0,0.0,1.0,1.0,124.0,0.8,214.32
1 - Jorge,65-Empaquetados chicos Mc cain,6681-PULPA DE PALTA MC CAIN 450g (12),0.0,0.0,2.0,2.0,-2.0,100.0,575.7
1 - Jorge,70-Artico,6531-ARROLLADITO PRIMAVERA ARTICO 50 UNID (BOLSA) (10),435.0,4.0,1.0,5.0,430.0,1.15,1475.0
1 - Jorge,70-Artico,8824-CEBOLLA 1K ARTICO(10),2026.0,3.0,0.0,3.0,2023.0,0.15,360.0
1 - Jorge,70-Artico,8828-CHAMPIGNION ENTERO 1K ARTICO (10),8.0,0.0,2.0,2.0,6.0,25.0,374.3
1 - Jorge,70-Artico,6504-FORMITAS DE MERLUZA ARTICO 2k (3),24.0,1.0,0.0,1.0,23.0,4.17,540.0
1 - Jorge,70-Artico,8836-FORMITAS DE POLLO 2kg ARTICO (3),222.0,3.0,0.0,3.0,219.0,1.35,1704.0
1 - Jorge,70-Artico,13535-MEXICANA 1K ARTICO (10),142.0,0.0,1.0,1.0,141.0,0.7,157.0
1 - Jorge,70-Artico,14021-MILANESA DE POLLO 500g ARTICO (15),4.0,13.0,0.0,13.0,-9.0,325.0,2365.99
1 - Jorge,70-Artico,8916-MILANESA DE POLLO ARTICO 1K (C6),178.0,6.0,0.0,6.0,172.0,3.37,2352.0
1 - Jorge,70-Artico,6537-MILANESA MERLUZA 1K ARTICO x6,360.0,1.0,0.0,1.0,359.0,0.28,432.0
1 - Jorge,70-Artico,8819-MILANESA ROMANA ARTICO (cajax5kg),190.0,10.0,0.0,10.0,180.0,5.26,4499.99
1 - Jorge,70-Artico,8864-MIX DE MARISCOS 1KG ARTICO(10),14.0,0.0,2.0,2.0,12.0,14.29,614.0
1 - Jorge,70-Artico,1054-MIX VEGETALES (RUSA) ARTICO 1k (10),143.0,5.0,0.0,5.0,138.0,3.5,720.0
1 - Jorge,70-Artico,8825-MORRON ROJO 1K ARTICO (10),1464.0,1.0,0.0,1.0,1463.0,0.07,165.0
1 - Jorge,70-Artico,13507-PANGA X 1 K ARTICO(10),134.0,10.0,0.0,10.0,124.0,7.46,2550.0
1 - Jorge,80-Congelados DYSA,7064-PORTO BELO FILET MERLUZA 1K (10),231.0,10.0,0.0,10.0,221.0,4.33,4009.0
1 - Jorge,83-CAMBAY PREPARACION,4511-CAMBAY CREMA PASTELERA 400g (14),74.0,0.0,5.0,5.0,69.0,6.76,525.0
1 - Jorge,83-CAMBAY PREPARACION,4508-CAMBAY CREMA PASTELERA X5kg (4),21.0,2.0,0.0,2.0,19.0,9.52,2310.0
1 - Jorge,83-CAMBAY PREPARACION,4525-CAMBAY LIPPIMILS DESMOLDANTE 10LT,8.0,1.0,0.0,1.0,7.0,12.5,1876.0
1 - Jorge,99-FETEADOS CENTENARIO,11020-JAMON COCIDO ET DORADA EN FETAS (200G),51.0,0.0,10.0,10.0,41.0,19.61,1254.0
1 - Jorge,99-FETEADOS CENTENARIO,8697-JAMON ET.NEGRA EN FETAS 200G,56.0,0.0,2.0,2.0,54.0,3.57,302.0
1 - Jorge,99-FETEADOS CENTENARIO,8700-LOMITO CANADIENSE EN FETAS 200G,52.0,0.0,8.0,8.0,44.0,15.38,1401.4
1 - Jorge,99-FETEADOS CENTENARIO,8695-PANCETA CENTENARIO EN FETAS 200G,52.0,0.0,5.0,5.0,47.0,9.62,875.0
1 - Jorge,99-FETEADOS CENTENARIO,8698-SALAME MILAN CENT. EN FETAS 200G x unidad,70.0,3.0,5.0,8.0,62.0,11.43,1678.6
1 - Jorge,100-Centenario,8728-CHORIZO CHEDDAR BACON X3 (kG),3.65,0.0,2.4,2.4,1.25,65.75,1237.68
1 - Jorge,100-Centenario,9661-CHORIZO ESPAÑOL X3 CENTENARIO,14.85,0.0,4.3,4.3,10.55,28.96,2395.14
1 - Jorge,100-Centenario,8702-CHORIZO EXTRA AHUMADO CENT. X3UNI (KG),20.45,0.0,2.68,2.68,17.77,13.11,1462.34
1 - Jorge,100-Centenario,8722-CHORIZO EXTRA CENTENARIO X3 UNID (KG),37.62,0.0,1.92,1.92,35.7,5.1,1052.8
1 - Jorge,100-Centenario,8703-CHORIZO PURO CERDO CENTENARIO X3UNI (KG),22.3,0.0,1.65,1.65,20.65,7.4,700.35
1 - Jorge,100-Centenario,9660-DAMBO CENTENARIO,156.44,3.49,0.0,3.49,152.95,2.23,1391.46
1 - Jorge,100-Centenario,8668-FINZETA S/PIEL CENTENARIO 500G,20.5,0.0,0.5,0.5,20.0,2.44,381.5
1 - Jorge,100-Centenario,8666-HUNGARAS MINIPACK CENTENARIO (KG),0.0,0.0,1.6,1.6,-1.6,100.0,915.84
1 - Jorge,100-Centenario,8047-LOMITO CANADIENSE CENTENARIO,17.8,1.9,1.7,3.6,14.2,20.22,2086.71
1 - Jorge,100-Centenario,9532-LONGANIZA AHUMADA CENTENARIO (KG),13.95,4.14,3.75,7.89,6.06,56.56,6187.4
1 - Jorge,100-Centenario,8669-LONGANIZA CENTENARIO VACIO (x KG),2.0,0.0,0.8,0.8,1.2,40.0,596.16
1 - Jorge,100-Centenario,9638-PACK LA OLLA -Ch Extra Ahumado+Panceta Bacon,0.0,0.0,4.0,4.0,-4.0,100.0,699.6
1 - Jorge,100-Centenario,8050-PALETA  SANDWICHERA ARIZONA,6.25,0.0,3.5,3.5,2.75,56.0,805.0
1 - Jorge,100-Centenario,8004-PALETA ROJA CENTENARIO,506.7,12.15,0.0,12.15,494.55,2.4,3438.45
1 - Jorge,100-Centenario,8021-PANCETA BACON CENTENARIO,176.7,3.12,0.0,3.12,173.58,1.77,1644.24
1 - Jorge,100-Centenario,8008-PANCHO ARIZONA  S.L,13.14,2.88,0.0,2.88,10.26,21.92,737.28
1 - Jorge,100-Centenario,9511-PANCHO EXTRA PACK 8+4 U CENTENARIO,164.0,0.0,30.0,30.0,134.0,18.29,5913.85
1 - Jorge,100-Centenario,9643-PARRILLERO PROVOLONE CENTENARIO,8.0,5.38,0.0,5.38,2.62,67.25,2590.47
1 - Jorge,100-Centenario,8030-PATE CENTENARIO 2 X 1,277.0,3.0,68.0,71.0,206.0,25.63,9008.62
1 - Jorge,100-Centenario,8670-SALAMIN CENT. CORTO VACIO (x KG),6.55,0.0,0.8,0.8,5.75,12.21,596.16
1 - Jorge,100-Centenario,8620-SALAMIN CENTENARIO AHUMADO AL VACIO (KG),8.2,1.1,0.4,1.5,6.7,18.29,1305.0
1 - Jorge,100-Centenario,8606-SALCHICHA PARRILLERA MINI PACK (KG),3.45,0.0,0.6,0.6,2.85,17.39,348.84
1 - Jorge,150- D. Joaquin,10513-CASERITO AHUMADO DON JOAQUIN,6.4,0.0,0.74,0.74,5.66,11.56,419.58
1 - Jorge,150- D. Joaquin,10502-CASERITO D. JOAQUIN,283.4,2.22,1.91,4.13,279.27,1.46,2288.02
1 - Jorge,180-Rostan,12000-COLONIA ROSTAN,520.55,6.2,0.0,6.2,514.35,1.19,2883.0
1 - Jorge,190-La Dolfina,24015-HAMB. DOLFINA X36 X2,5013.0,66.0,0.0,66.0,4947.0,1.32,1696.81
1 - Jorge,190-La Dolfina,24026-HAMB. EXTRA X42 CAMPOSUR,20.0,20.0,0.0,20.0,0.0,100.0,1259.99
1 - Jorge,190-La Dolfina,24016-HAMB. PARRILLERA x2 CAMPOSUR (42),3563.0,15.0,1.0,16.0,3547.0,0.45,848.01
1 - Jorge,200-Quesos Pacama,13004-PACAMA RALLADO GRUESO X 100 GR,117.0,0.0,5.0,5.0,112.0,4.27,310.0
1 - Jorge,200-Quesos Pacama,13001-PACAMA X 1 KG GRUESO,16.0,0.0,1.0,1.0,15.0,6.25,480.0
1 - Jorge,282-Productos Limpieza-Jabones,24462-JABON POLVO COCO CLASICO R.DELICADA 800GR,2.0,2.0,0.0,2.0,0.0,100.0,374.0
1 - Jorge,282-Productos Limpieza-Jabones,24355-JABON TOC GLICERINA NEUTRO CAVALLARO,215.0,12.0,0.0,12.0,203.0,5.58,420.01
1 - Jorge,291-Yerba Arminio,16075-ARMIÑO COMPUESTA 1KG,165.0,5.0,0.0,5.0,160.0,3.03,915.0
1 - Jorge,291-Yerba Arminio,16078-ARMIÑO COMPUESTA 500 GR,276.1,3.0,0.0,3.0,273.1,1.09,291.0
1 - Jorge,291-Yerba Arminio,16076-ARMIÑO SUAVE 1 KG,174.0,7.0,0.0,7.0,167.0,4.02,1162.0
1 - Jorge,291-Yerba Arminio,16080-ARMIÑO SUAVE 500 GR,216.0,7.0,0.0,7.0,209.0,3.24,623.0
1 - Jorge,330-Raciones Intor,18505-INTOR 20 KG,16.0,1.0,0.0,1.0,15.0,6.25,1672.0
1 - Jorge,370-Gema,19715-ACEITE ALGODON BIDON 5LT FIORELLA,48.0,1.0,0.0,1.0,47.0,2.08,765.0
1 - Jorge,370-Gema,24421-COMSA GRASA 10K (USO PANADERO),0.0,0.0,1.0,1.0,-1.0,100.0,779.02
1 - Jorge,370-Gema,56003-DORY ACEITE FRITADOR 5L (4),88.0,6.0,0.0,6.0,82.0,6.82,3564.0
1 - Jorge,370-Gema,4011-GRASA EL HORNERO x10K,26.0,1.0,0.0,1.0,25.0,3.85,780.0
1 - Jorge,409-Avanti-Gastronomico,20514-ROTISERA 14 CM X10 AVANTI- 32X CAJA,507.0,4.0,0.0,4.0,503.0,0.79,488.0
1 - Jorge,409-Avanti-Gastronomico,20568-SALSA BOLOGNESA 220grs AVANTI,16.0,0.0,8.0,8.0,8.0,50.0,1183.84
1 - Jorge,409-Avanti-Gastronomico,20569-SALSA CARUSSO 220grs AVANTI,14.0,0.0,6.0,6.0,8.0,42.86,906.0
1 - Jorge,410-Avanti-Tapas,20503-EMPANADA CASERA X12 AVANTI- 28 X CAJA,148.0,0.0,7.0,7.0,141.0,4.73,852.0
1 - Jorge,410-Avanti-Tapas,20504-EMPANADA CASERA X20 AVANTI- 20X CAJA,169.0,0.0,5.0,5.0,164.0,2.96,816.1
1 - Jorge,410-Avanti-Tapas,20502-EMPANADA COPETIN x24 AVANTI- 18X CAJA,119.0,0.0,17.0,17.0,102.0,14.29,1980.0
1 - Jorge,410-Avanti-Tapas,20500-EMPANADA X12 AVANTI- 28X CAJA,444.0,2.0,5.0,7.0,437.0,1.58,847.0
1 - Jorge,410-Avanti-Tapas,20501-EMPANADA X20 AVANTI- 20X CAJA,458.0,4.0,13.0,17.0,441.0,3.71,2637.78
1 - Jorge,410-Avanti-Tapas,20506-MASA BRISSA AVANTI- 20X CAJA,38.0,6.0,2.0,8.0,30.0,21.05,535.98
1 - Jorge,410-Avanti-Tapas,20511-RECTANGULAR CASERA AVANTI- 20X CAJA,141.0,0.0,6.0,6.0,135.0,4.26,793.37
1 - Jorge,410-Avanti-Tapas,20510-RECTANGULAR HOJ  AVANTI- 20X CAJAS,923.0,4.0,15.0,19.0,904.0,2.06,3061.71
1 - Jorge,410-Avanti-Tapas,20509-REDONDA CASERA AVANTI- 20X CAJA,111.0,9.0,4.0,13.0,98.0,11.71,1200.49
1 - Jorge,410-Avanti-Tapas,20508-REDONDA HOJ AVANTI- 20X CAJA,783.0,4.0,23.0,27.0,756.0,3.45,2956.6
1 - Jorge,411-Avanti-Pastas,20564-RAVIOL RICOTTA 500G- AV 12X CAJA,52.05,0.0,13.0,13.0,39.05,24.98,2545.29
1 - Jorge,411-Avanti-Pastas,20561-RAVIOLES JAM Y QUE 500G - AV- 12XCAJA,106.0,0.0,11.0,11.0,95.0,10.38,2318.73
1 - Jorge,411-Avanti-Pastas,20549-RAVIOLES VERDURA -AV 500G- 12X CAJA,125.0,0.0,21.0,21.0,104.0,16.8,4341.88
1 - Jorge,411-Avanti-Pastas,20562-RAVIOLONES CALABAZA AV 330g (12),2.0,0.0,14.0,14.0,-12.0,700.0,2455.17
1 - Jorge,411-Avanti-Pastas,20570-RAVIOLONES HONGOS AV 330g (12),3.0,0.0,15.0,15.0,-12.0,500.0,2627.16
1 - Jorge,411-Avanti-Pastas,20553-SORRENTINOS 4QUESOS-AV 500G- 12X CAJA,101.0,5.0,37.0,42.0,59.0,41.58,9121.42
1 - Jorge,411-Avanti-Pastas,20550-SORRENTINOS J Y Q- AV 500G- 12X CAJA,113.0,2.0,7.0,9.0,104.0,7.96,2084.63
1 - Jorge,411-Avanti-Pastas,20547-SORRENTINOS RI Y ES- AV 500G- 12X CAJA,80.0,2.0,13.0,15.0,65.0,18.75,3256.95
1 - Jorge,411-Avanti-Pastas,20571-TAGLIATELLE ALBAHACA AVANTI 270G (16),16.0,0.0,5.0,5.0,11.0,31.25,603.33
1 - Jorge,411-Avanti-Pastas,20551-TALLARINES FINOS- AV 500G- 12X CAJA,144.0,4.0,15.0,19.0,125.0,13.19,2050.15
1 - Jorge,412-Pastamania-Tapas,20515-EMPANADA X12 PASTAMANÍA- 36X CAJA,353.0,0.0,11.0,11.0,342.0,3.12,1013.75
1 - Jorge,412-Pastamania-Tapas,20518-EMPANADA X20 PASTAMANÍA- 24X CAJA,345.0,2.0,13.0,15.0,330.0,4.35,1931.37
1 - Jorge,412-Pastamania-Tapas,20520-RECTANGULAR PASTAMANÍA- 20X CAJA,708.0,2.0,38.0,40.0,668.0,5.65,5099.24
1 - Jorge,412-Pastamania-Tapas,20519-REDONDA PASTAMANÍA- 20X CAJA,1127.0,4.0,10.0,14.0,1113.0,1.24,1188.72
1 - Jorge,413-Pastamania-Pastas,20559-RAVIOL 4 QUESOS 500G PASTAMANIA- 12X CAJA,117.0,4.0,13.0,17.0,100.0,14.53,2190.91
1 - Jorge,413-Pastamania-Pastas,20560-RAVIOL CAR/VERD. 500G PASTAMANIA- 12X CAJA,111.0,3.0,13.0,16.0,95.0,14.41,2089.18
1 - Jorge,413-Pastamania-Pastas,20554-RAVIOL RIC Y ESP-500G PASTAMANIA- 12X CAJA,108.0,4.0,12.0,16.0,92.0,14.81,2019.62
1 - Jorge,413-Pastamania-Pastas,20555-TALLARINES 500G PASTAMANIA- 12X CAJA,135.0,2.0,22.0,24.0,111.0,17.78,2463.4
1 - Jorge,440-OFERTAS,25040-OFERTA HAMB. EXTRA GRANDE PREMIUM CAMPOSUR (30),80.0,60.0,0.0,60.0,20.0,75.0,3599.98
1 - Jorge,441-OFERTA DOLFINA,24028-OFERTA HAMBURGUESA DOLFINA X3,1842.0,0.0,1.0,1.0,1841.0,0.05,25.0
1 - Jorge,480-Oderich,22098-MAYONESA 1 KG ODERICH,0.0,0.0,2.0,2.0,-2.0,100.0,256.0
1 - Jorge,480-Oderich,22041-MAYONESA 200GR-ODERICH,5.0,0.0,4.0,4.0,1.0,80.0,128.0
1 - Jorge,480-Oderich,22048-PATE HIGADO 100GR ODERICH,6.0,0.0,5.0,5.0,1.0,83.33,215.0
1 - Jorge,480-Oderich,22078-POROTOS NATURAL 380gr ODERICH,27.0,15.0,0.0,15.0,12.0,55.56,750.01
1 - Jorge,503-Pelusa,23013-CAT ADULTO 7kg PELUSA,19.0,1.0,0.0,1.0,18.0,5.26,610.0
1 - Jorge,504-Boby,23030-REX 25kg,167.0,14.0,0.0,14.0,153.0,8.38,14419.99
1 - Jorge,620-PANDOR,13016-PAN RALLADO 1kg,26.0,5.0,0.0,5.0,21.0,19.23,300.0
1 - Jorge,660-Condimentos Del Gaucho,00340-SAL CONDIMENTADA P/CERDO 340G DEL GAUCHO,10.0,2.0,0.0,2.0,8.0,20.0,210.0
1 - Jorge,660-Condimentos Del Gaucho,25705-SAL PARRILLERA DEL GAUCHO.350 BOTELLA,121.0,6.0,0.0,6.0,115.0,4.96,618.0
1 - Jorge,662-Condimentos Arrecife,24725-ADOBO PARRILLERO ARRECIFE 500g BOT.,32.0,3.0,0.0,3.0,29.0,9.38,216.0
1 - Jorge,662-Condimentos Arrecife,24726-AJO Y PEREJIL ARRECIFE x500g BOT.,27.0,3.0,0.0,3.0,24.0,11.11,216.0
1 - Jorge,662-Condimentos Arrecife,24727-CHIMICHURRI ARRECIFE x500g BOT.,47.0,3.0,0.0,3.0,44.0,6.38,216.0
1 - Jorge,662-Condimentos Arrecife,24728-CHIMICHURRI HOT ARRECIFE 500g BOT.,17.0,3.0,0.0,3.0,14.0,17.65,216.0
1 - Jorge,663-Aderezos Del Gaucho,MOS100-MOSTAZA CON MIEL 100G DEL GAUCHO,4.0,1.0,0.0,1.0,3.0,25.0,468.0
1 - Jorge,664-Conservas Del Gaucho,0200-PEPINOS EN VINAGRE DEL GAUCHO 200G ESC,3.0,0.0,2.0,2.0,1.0,66.67,200.0
1 - Jorge,665-Conservas Del Gaucho Gastronómico,24708-ACEITUNA EN RODAJAS DEL GAUCHO x1kg DP,15.0,0.0,1.0,1.0,14.0,6.67,287.0
1 - Jorge,700-PROMOL,30534-LAZZARONI CORTADITOS 400GRS,15.0,0.0,1.0,1.0,14.0,6.67,33.0
1 - Jorge,700-PROMOL,30532-LAZZARONI TIRABUZON 400GRS,55.0,0.0,1.0,1.0,54.0,1.82,33.0
1 - Jorge,700-PROMOL,30543-LENTEJONES 1kg DUKITA,6.0,1.0,0.0,1.0,5.0,16.67,165.0
1 - Jorge,800-FRESH UP,440501-CARE UP TOALLA FEMENINA DIA X8 (36),54.0,4.0,0.0,4.0,50.0,7.41,204.0
1 - Jorge,999-Sin calificar,2036-DTOS. OTORGADOS,0.0,149.46,0.0,149.46,-149.46,100.0,59776.08
1 - Jorge,1009-carbon,30100-CARBON 3 KG LAPACHO,440.0,5.0,5.0,10.0,430.0,2.27,899.99
1 - Jorge,1014-Dairyco x5lt,24080-DAIRYCO NARANJA LIGHT 5L X4,37.0,1.0,1.0,2.0,35.0,5.41,1012.0
1 - Jorge,1014-Dairyco x5lt,24083-DAIRYCO NARANJA PULPA 5L X4,33.0,1.0,0.0,1.0,32.0,3.03,506.0
1 - Jorge,1023-Sucre Group S.R.L,2404-JABON LIQUIDO AZUL 3LT SUPREMA (Cx6),12.0,0.0,1.0,1.0,11.0,8.33,182.0
1 - Jorge,1035-Dairyco x1lt,24067-DAIRYCO MULTIFRUTA 1L X12,295.0,0.0,3.0,3.0,292.0,1.02,406.92
1 - Jorge,1035-Dairyco x1lt,24068-DAIRYCO NARANJA 1L X12,185.0,2.0,14.0,16.0,169.0,8.65,2018.83
1 - Jorge,1035-Dairyco x1lt,24069-DAIRYCO NARANJA LIGHT 1L X12,206.0,1.0,12.0,13.0,193.0,6.31,1692.45
1 - Jorge,1035-Dairyco x1lt,24072-DAIRYCO NARANJA PULPA 1L X12,163.0,0.0,9.0,9.0,154.0,5.52,1179.0
1 - Jorge,1035-Dairyco x1lt,24070-DAIRYCO NARANJA ZANAHO 1L X12,211.0,8.0,3.0,11.0,200.0,5.21,1540.0
1 - Jorge,1035-Dairyco x1lt,24071-DAIRYCO NARANJA ZANAHO LIGHT 1L X12,185.0,0.0,1.0,1.0,184.0,0.54,140.0
1 - Jorge,1036-Dairyco x500ml,24107-DAIRYCO MULTIFRUTA 500 X 10 UNI,432.0,7.0,8.0,15.0,417.0,3.47,1073.38
1 - Jorge,1036-Dairyco x500ml,24108-DAIRYCO NARANJA 500 X 10 UNI,371.0,0.0,7.0,7.0,364.0,1.89,504.0
1 - Jorge,1036-Dairyco x500ml,24061-DAIRYCO NARANJA LIGHT 500CC X10,306.0,0.0,9.0,9.0,297.0,2.94,621.54
1 - Jorge,1036-Dairyco x500ml,24064-DAIRYCO NARANJA PULPA 500CC X10,257.0,4.0,12.0,16.0,241.0,6.23,1079.23
1 - Jorge,1036-Dairyco x500ml,24062-DAIRYCO NARANJA ZANAHO 500CC X10,373.0,3.0,6.0,9.0,364.0,2.41,634.77
1 - Jorge,1036-Dairyco x500ml,24063-DAIRYCO NARANJA ZANAHO LIGHT 500CC X10,216.0,3.0,1.0,4.0,212.0,1.85,288.0
1 - Jorge,1037-Dairyco x3lt,24073-DAIRYCO MULTIFRUTA 3L X6,45.0,0.0,3.0,3.0,42.0,6.67,1004.84
1 - Jorge,1037-Dairyco x3lt,24076-DAIRYCO NAR ZANAHO 3L X6,39.0,1.0,0.0,1.0,38.0,2.56,342.0
1 - Jorge,1037-Dairyco x3lt,24077-DAIRYCO NAR ZANAHO LIGHT 3L X6,44.0,0.0,1.0,1.0,43.0,2.27,342.0
1 - Jorge,1037-Dairyco x3lt,24078-DAIRYCO NARANJA PULPA 3L X6,63.0,1.0,0.0,1.0,62.0,1.59,317.3
1 - Jorge,1081-MILI PAPEL H Y COCINA,26008-MILI DUAL 60MTS x6 (F.8),88.0,12.0,0.0,12.0,76.0,13.64,3336.0
1 - Jorge,1090-Dairyco Zug,25198-DAIRYCO ZUG DURAZNO 350cc X12,29.0,0.0,3.0,3.0,26.0,10.34,153.0
1 - Jorge,1149-GALLETAS MOLINOS DEL SOL,3432-CORLASA MUZZARELLA X 3.5,147.57,3.51,0.0,3.51,144.06,2.38,1228.5
1 - Jorge,1149-GALLETAS MOLINOS DEL SOL,300-NEOSOL SANDWICH 330G (15),0.0,0.0,4.0,4.0,-4.0,100.0,256.0
1 - Jorge,1150-SNACKS,551-BATATA PURA PAPA ORIGINAL 120g (10),20.0,0.0,3.0,3.0,17.0,15.0,192.0
1 - Jorge,1150-SNACKS,552-BATATA PURA PAPA ORIGINAL 380g (8),0.0,0.0,1.0,1.0,-1.0,100.0,179.0
1 - Jorge,1151-FIDEOS FIDELLI,563-FIDELLI SPAGHETTI 500g (12),210.0,6.0,0.0,6.0,204.0,2.86,216.0
1 - Jorge,1151-FIDEOS FIDELLI,560-FIDELLI TIRABUZON 500g (12),0.0,0.0,1.0,1.0,-1.0,100.0,36.0
10 - Fabian Retamosa,10-FAMILIAR 5 LT,12.9-BA. 5 LT T/SAMBAYON,2.0,1.0,0.0,1.0,1.0,50.0,736.0
10 - Fabian Retamosa,10-FAMILIAR 5 LT,12-BA. 5 LT TRIPLE,2.0,2.0,0.0,2.0,0.0,100.0,1472.0
