vendedor,linea,articulo,venta_bruta,dev_Buen_Estado,dev_Mal_Estado,dev_total,venta_neta,porc_dev,tot_dev_$
6 - David Sosa,55-Leche,5208-CHOCOLATADA UHT X 1 LT CALCAR,410.0,6.0,21.0,27.0,383.0,6.59,2306.4
6 - David Sosa,55-Leche,5196-DESCREMADA LARGA VIDA CALCAR,360.0,12.0,0.0,12.0,348.0,3.33,552.0
6 - David Sosa,55-Leche,5227-DESLACTOSADA CALCAR UHT SEMI DESC,74.0,4.0,7.0,11.0,63.0,14.86,658.9
6 - David Sosa,55-Leche,5195-ENTERA LARGA VIDA CALCAR,3204.0,36.0,0.0,36.0,3168.0,1.12,1711.21
6 - David Sosa,60-Sibarita,6556-EMPANADA  NAPOLITANA X3 HAMBY (24),9.0,0.0,3.0,3.0,6.0,33.33,382.5
6 - David Sosa,61-Linea gastronomica Mc cain,6037-MC TRADICIONAL 2.5 K (6),667.0,60.0,0.0,60.0,607.0,9.0,20130.0
6 - David Sosa,61-Linea gastronomica Mc cain,6082-ONE FRY X 2.5 KG,180.0,4.0,0.0,4.0,176.0,2.22,1036.0
6 - David Sosa,63-Vegetales Pinguin Mc cain,6047-MAIZ 2 KG MC CAIN,0.0,0.0,2.0,2.0,-2.0,100.0,680.0
6 - David Sosa,64-Hamb. Chivito Hamby-Tacuarembo,6679-CHIVITO PREMIUM 60X100 GR TACUAREMBO,12.0,2.0,0.0,2.0,10.0,16.67,7609.8
6 - David Sosa,64-Hamb. Chivito Hamby-Tacuarembo,6057-HAMB. HAMBY X 2 (42),115.0,0.0,1.0,1.0,114.0,0.87,75.0
6 - David Sosa,64-Hamb. Chivito Hamby-Tacuarembo,6118-HAMB. TACUAREMBO X 2 (30) MC.CAIN,364.0,30.0,0.0,30.0,334.0,8.24,1259.99
6 - David Sosa,65-Empaquetados chicos Mc cain,6165-AROS DE CEBOLLA 1K MC CAIN (10),2.0,0.0,1.0,1.0,1.0,50.0,258.9
6 - David Sosa,65-Empaquetados chicos Mc cain,6027-MC FINITAS 1 KG,71.0,0.0,3.0,3.0,68.0,4.23,617.7
6 - David Sosa,65-Empaquetados chicos Mc cain,7039-SIETE MARES MILANESA MERLUZA X 1K(C6),9.0,0.0,1.0,1.0,8.0,11.11,365.6
6 - David Sosa,70-Artico,8917-ENSALADA DE BROCOLI 1k ARTICO(10),55.0,3.0,0.0,3.0,52.0,5.45,429.0
6 - David Sosa,70-Artico,8863-MILANESA MERLUZA CROCANTE FINAS HIERBAS 1kg ARTICO (6),2.0,2.0,0.0,2.0,0.0,100.0,900.0
6 - David Sosa,70-Artico,8874-NUGGETS POLLO CROCANTE x300grs ARTICO (25),2.0,0.0,1.0,1.0,1.0,50.0,100.0
6 - David Sosa,90-Doña Coca,7500-SALAME MILAN DOÑA COCA,256.6,18.52,0.0,18.52,238.08,7.22,9310.0
6 - David Sosa,99-FETEADOS CENTENARIO,8698-SALAME MILAN CENT. EN FETAS 200G x unidad,0.0,0.0,1.0,1.0,-1.0,100.0,159.0
6 - David Sosa,100-Centenario,8009-JAMON ARIZONA RECTANGULAR,29.3,2.95,0.0,2.95,26.35,10.07,837.8
6 - David Sosa,100-Centenario,8033-JAMON COCIDO ET. NEGRA CENTENARIO,120.8,12.05,0.0,12.05,108.75,9.98,6468.44
6 - David Sosa,100-Centenario,8021-PANCETA BACON CENTENARIO,89.65,5.75,0.0,5.75,83.9,6.41,2624.88
6 - David Sosa,100-Centenario,9511-PANCHO EXTRA PACK 8+4 U CENTENARIO,55.0,3.0,0.0,3.0,52.0,5.45,418.5
6 - David Sosa,100-Centenario,8030-PATE CENTENARIO 2 X 1,144.0,19.0,0.0,19.0,125.0,13.19,2164.2
6 - David Sosa,110- Schneck,8512-HAMB. BURGY X 3 BLANCA (48),751.0,17.0,0.0,17.0,734.0,2.26,578.0
6 - David Sosa,110- Schneck,8514-HAMB. SCHNECK. X 2 UNID.(42),824.6,15.0,0.0,15.0,809.6,1.82,1124.99
6 - David Sosa,110- Schneck,8500-PANCHO SCHNECK X 8 C,59.5,8.19,0.35,8.54,50.96,14.35,5021.67
6 - David Sosa,112-FRANUI,8887-FRANUI CHOCOLATE CON LECHE,19.0,0.0,1.0,1.0,18.0,5.26,230.0
6 - David Sosa,150- D. Joaquin,10502-CASERITO D. JOAQUIN,136.65,1.26,0.0,1.26,135.39,0.92,663.49
6 - David Sosa,190-La Dolfina,24059-F.CERDO ET NEGRA LA DOLFINA,921.1,28.75,0.0,28.75,892.35,3.12,3708.53
6 - David Sosa,190-La Dolfina,25030-HAMB. CHEDDAR X42 CAMPOSUR,68.0,7.0,0.0,7.0,61.0,10.29,420.0
6 - David Sosa,190-La Dolfina,24015-HAMB. DOLFINA X36 X2,937.0,36.0,0.0,36.0,901.0,3.84,1058.41
6 - David Sosa,190-La Dolfina,24016-HAMB. PARRILLERA x2 CAMPOSUR (42),1479.0,58.0,0.0,58.0,1421.0,3.92,2915.03
6 - David Sosa,190-La Dolfina,12506-JAMON COCIDO LA DOLFINA,448.5,11.5,0.0,11.5,437.0,2.56,2702.46
6 - David Sosa,200-Quesos Pacama,13003-PACAMA RALLADO FINO X 100 GR,11.0,3.0,0.0,3.0,8.0,27.27,180.0
6 - David Sosa,200-Quesos Pacama,13004-PACAMA RALLADO GRUESO X 100 GR,13.0,0.0,2.0,2.0,11.0,15.38,120.0
6 - David Sosa,200-Quesos Pacama,13000-PACAMA X 1 KG FINO,2.0,0.0,1.0,1.0,1.0,50.0,473.0
6 - David Sosa,200-Quesos Pacama,13001-PACAMA X 1 KG GRUESO,46.0,4.0,0.0,4.0,42.0,8.7,2081.2
6 - David Sosa,282-Productos Limpieza-Jabones,24391-JABON DE COCO  CAVALLARO 200 GR,49.0,8.0,0.0,8.0,41.0,16.33,480.0
6 - David Sosa,282-Productos Limpieza-Jabones,36208-JABON LIQUIDO INSUPERABLE CITRUS 400cc,21.0,15.0,0.0,15.0,6.0,71.43,480.0
6 - David Sosa,330-Raciones Intor,18503-MIMOS CACHORRO 15 KG,5.0,1.0,0.0,1.0,4.0,20.0,2127.3
6 - David Sosa,409-Avanti-Gastronomico,20514-ROTISERA 14 CM X10 AVANTI- 32X CAJA,691.0,32.0,1.0,33.0,658.0,4.78,3833.8
6 - David Sosa,409-Avanti-Gastronomico,20568-SALSA BOLOGNESA 220grs AVANTI,44.0,0.0,6.0,6.0,38.0,13.64,810.53
6 - David Sosa,409-Avanti-Gastronomico,20569-SALSA CARUSSO 220grs AVANTI,58.0,0.0,5.0,5.0,53.0,8.62,667.61
6 - David Sosa,410-Avanti-Tapas,20503-EMPANADA CASERA X12 AVANTI- 28 X CAJA,158.0,0.0,28.0,28.0,130.0,17.72,2857.3
6 - David Sosa,410-Avanti-Tapas,20504-EMPANADA CASERA X20 AVANTI- 20X CAJA,153.0,0.0,4.0,4.0,149.0,2.61,603.74
6 - David Sosa,410-Avanti-Tapas,20502-EMPANADA COPETIN x24 AVANTI- 18X CAJA,53.0,0.0,13.0,13.0,40.0,24.53,1360.51
6 - David Sosa,410-Avanti-Tapas,20500-EMPANADA X12 AVANTI- 28X CAJA,258.0,10.0,17.0,27.0,231.0,10.47,3073.8
6 - David Sosa,410-Avanti-Tapas,20501-EMPANADA X20 AVANTI- 20X CAJA,225.0,0.0,9.0,9.0,216.0,4.0,1417.18
6 - David Sosa,410-Avanti-Tapas,20506-MASA BRISSA AVANTI- 20X CAJA,52.0,0.0,9.0,9.0,43.0,17.31,621.89
6 - David Sosa,410-Avanti-Tapas,20511-RECTANGULAR CASERA AVANTI- 20X CAJA,151.0,0.0,5.0,5.0,146.0,3.31,708.14
6 - David Sosa,410-Avanti-Tapas,20510-RECTANGULAR HOJ  AVANTI- 20X CAJAS,393.0,10.0,14.0,24.0,369.0,6.11,3593.1
6 - David Sosa,410-Avanti-Tapas,20509-REDONDA CASERA AVANTI- 20X CAJA,171.0,0.0,4.0,4.0,167.0,2.34,390.4
6 - David Sosa,410-Avanti-Tapas,20508-REDONDA HOJ AVANTI- 20X CAJA,441.0,12.0,18.0,30.0,411.0,6.8,3204.36
6 - David Sosa,411-Avanti-Pastas,20549-RAVIOLES VERDURA -AV 500G- 12X CAJA,97.0,2.0,5.0,7.0,90.0,7.22,1472.52
6 - David Sosa,411-Avanti-Pastas,20553-SORRENTINOS 4QUESOS-AV 500G- 12X CAJA,50.0,0.0,3.0,3.0,47.0,6.0,690.0
6 - David Sosa,411-Avanti-Pastas,20550-SORRENTINOS J Y Q- AV 500G- 12X CAJA,106.0,2.0,4.0,6.0,100.0,5.66,1355.86
6 - David Sosa,411-Avanti-Pastas,20547-SORRENTINOS RI Y ES- AV 500G- 12X CAJA,109.0,0.0,6.0,6.0,103.0,5.5,1345.5
6 - David Sosa,411-Avanti-Pastas,20551-TALLARINES FINOS- AV 500G- 12X CAJA,122.0,2.0,9.0,11.0,111.0,9.02,1146.56
6 - David Sosa,412-Pastamania-Tapas,20515-EMPANADA X12 PASTAMANÍA- 36X CAJA,173.0,3.0,10.0,13.0,160.0,7.51,1109.79
6 - David Sosa,412-Pastamania-Tapas,20518-EMPANADA X20 PASTAMANÍA- 24X CAJA,115.0,0.0,3.0,3.0,112.0,2.61,304.55
6 - David Sosa,412-Pastamania-Tapas,20520-RECTANGULAR PASTAMANÍA- 20X CAJA,259.0,2.0,5.0,7.0,252.0,2.7,898.0
6 - David Sosa,412-Pastamania-Tapas,20519-REDONDA PASTAMANÍA- 20X CAJA,514.0,2.0,6.0,8.0,506.0,1.56,658.0
6 - David Sosa,413-Pastamania-Pastas,20560-RAVIOL CAR/VERD. 500G PASTAMANIA- 12X CAJA,32.0,0.0,3.0,3.0,29.0,9.38,355.83
6 - David Sosa,413-Pastamania-Pastas,20554-RAVIOL RIC Y ESP-500G PASTAMANIA- 12X CAJA,43.0,0.0,8.0,8.0,35.0,18.6,974.35
6 - David Sosa,413-Pastamania-Pastas,20555-TALLARINES 500G PASTAMANIA- 12X CAJA,44.0,0.0,4.0,4.0,40.0,9.09,348.36
6 - David Sosa,440-OFERTAS,145-OFERTA 1 LT C/S FRUTILLA,70.0,3.0,0.0,3.0,67.0,4.29,607.2
6 - David Sosa,440-OFERTAS,146-OFERTA 1 LT CREMA VETEADA,73.0,3.0,0.0,3.0,70.0,4.11,607.2
6 - David Sosa,440-OFERTAS,147-OFERTA 1 LT DDL GRANIZADO,116.0,3.0,0.0,3.0,113.0,2.59,607.2
6 - David Sosa,440-OFERTAS,148-OFERTA 1 LT FLAN,123.0,2.0,0.0,2.0,121.0,1.63,404.8
6 - David Sosa,440-OFERTAS,150-OFERTA 1 LT FRUTILLA A LA PANA,30.0,5.0,0.0,5.0,25.0,16.67,1012.0
6 - David Sosa,440-OFERTAS,153-OFERTA 1 LT T/SAMBAYON,166.0,5.0,0.0,5.0,161.0,3.01,1012.0
6 - David Sosa,440-OFERTAS,155-OFERTA 1 LT TRIPLE,264.0,4.0,1.0,5.0,259.0,1.89,1012.0
6 - David Sosa,440-OFERTAS,157-OFERTA 1 LT VAINILLA,7.0,2.0,0.0,2.0,5.0,28.57,404.8
6 - David Sosa,440-OFERTAS,9574-OFERTA ARO CEBOLLA BEMBRASIL 1.05 KG,42.0,6.0,0.0,6.0,36.0,14.29,1430.35
6 - David Sosa,440-OFERTAS,5199-OFERTA BEBIBLE DURAZNO,99.0,4.0,5.0,9.0,90.0,9.09,362.0
6 - David Sosa,440-OFERTAS,5200-OFERTA BEBIBLE FRUTILLA,96.0,0.0,4.0,4.0,92.0,4.17,160.0
6 - David Sosa,440-OFERTAS,9568-OFERTA BOCADITO PAPA BEMBRASIL,1.0,1.0,0.0,1.0,0.0,100.0,135.84
6 - David Sosa,440-OFERTAS,9570-OFERTA CARITA BEMBRASIL 400 GR,1.0,2.0,0.0,2.0,-1.0,200.0,91.34
6 - David Sosa,440-OFERTAS,5197-OFERTA MUZZARELLA CALCAR,837.23,51.94,0.0,51.94,785.29,6.2,15821.0
6 - David Sosa,440-OFERTAS,86.3-OFERTA PALETA FRUTAL DURAZNO (36),108.0,0.0,12.0,12.0,96.0,11.11,280.68
6 - David Sosa,440-OFERTAS,86.4-OFERTA PALETA FRUTAL FRUTILLA (36),170.0,27.0,1.0,28.0,142.0,16.47,654.92
6 - David Sosa,440-OFERTAS,9013-OFERTA PALETA ROJA CENTENARIO,439.25,31.55,0.0,31.55,407.7,7.18,7912.73
6 - David Sosa,440-OFERTAS,9567-OFERTA RAVIOL JAMON Y QUESO BATUK 750 GR,147.0,5.0,0.0,5.0,142.0,3.4,509.95
6 - David Sosa,440-OFERTAS,9566-OFERTA RAVIOL POLLO Y ESP BATUK 750GR,112.0,4.0,0.0,4.0,108.0,3.57,407.96
6 - David Sosa,440-OFERTAS,9565-OFERTA RAVIOL VERDURA BATUK 750,299.0,5.0,2.0,7.0,292.0,2.34,713.93
6 - David Sosa,440-OFERTAS,271215-OFERTA SUPER TRIPLE CHOCOLATE ALFAJOR,8.0,0.0,3.17,3.17,4.83,39.59,1117.32
6 - David Sosa,441-OFERTA DOLFINA,24028-OFERTA HAMBURGUESA DOLFINA X3,3568.0,0.0,5.0,5.0,3563.0,0.14,125.0
6 - David Sosa,468-Cañuela Galletas,22102-9 DE ORO AGRIDULCE 200GR (20),98.0,10.0,0.0,10.0,88.0,10.2,451.01
6 - David Sosa,468-Cañuela Galletas,22103-9 DE ORO AGRIDULCE 420GR (15),310.0,15.0,0.0,15.0,295.0,4.84,1102.5
6 - David Sosa,468-Cañuela Galletas,22146-PASEO 5 SEMILLA 300G,114.0,2.0,0.0,2.0,112.0,1.75,136.0
6 - David Sosa,468-Cañuela Galletas,22157-PASEO CRACKERS 300G,23.0,3.0,0.0,3.0,20.0,13.04,198.0
6 - David Sosa,468-Cañuela Galletas,22158-PASEO MULTICEREALES 300G,49.0,2.0,0.0,2.0,47.0,4.08,132.0
6 - David Sosa,468-Cañuela Galletas,22105-PASEO SALVADO 300GR,52.0,2.0,0.0,2.0,50.0,3.85,136.0
6 - David Sosa,471-Salsa Pontevedra,2305-MOSTAZA 60GR PONTEVEDRA (Cx30),1.0,0.0,0.07,0.07,0.93,6.7,42.56
6 - David Sosa,472-Jugos Maxi,2288-MAXI PERA 200ml,32.0,5.0,0.0,5.0,27.0,15.63,85.0
6 - David Sosa,472-Jugos Maxi,2292-MAXI PERA X1 L,1.0,1.0,0.0,1.0,0.0,100.0,53.0
6 - David Sosa,480-Oderich,22038-JARDINERA 4 LEGUMBRE 200GR ODERICH,98.0,1.0,0.0,1.0,97.0,1.02,39.0
6 - David Sosa,480-Oderich,22046-PATE CARNE 100GR ODERICH,56.0,2.0,0.0,2.0,54.0,3.57,82.0
6 - David Sosa,480-Oderich,22044-PATE JAMON 100G ODERICH/P.GRANJA c 24,69.0,2.0,0.0,2.0,67.0,2.9,82.0
6 - David Sosa,480-Oderich,22071-PATE LENGUA 100G ODERICH,118.0,2.0,0.0,2.0,116.0,1.69,82.0
6 - David Sosa,504-Boby,23029-OFERTA REX 7kg,123.0,1.0,0.0,1.0,122.0,0.81,322.0
6 - David Sosa,531-Sivezul S.A.,24117-VINAGRE DE ALCOHOL ROSINA 750ML,18.0,3.0,0.0,3.0,15.0,16.67,75.0
6 - David Sosa,551-Urusal,24119-DOS ESTRELLAS SAL FINA 500 G (24),232.0,4.0,0.0,4.0,228.0,1.72,136.0
6 - David Sosa,551-Urusal,24101-SAL GRUESA DOS ESTRELLAS 500G (Fx24),56.0,4.0,0.0,4.0,52.0,7.14,136.0
6 - David Sosa,599-PESCADO REBOZADO CRUFI,760174815-M. DEL ESTE FORMITAS MERLUZA 400gr,65.0,1.0,3.0,4.0,61.0,6.15,446.0
6 - David Sosa,599-PESCADO REBOZADO CRUFI,880274815-M. DEL ESTE MEDALLON MERLUZA 2.5 KG,65.0,1.0,0.0,1.0,64.0,1.54,584.94
6 - David Sosa,599-PESCADO REBOZADO CRUFI,880374815-M. DEL ESTE MEDALLON MERLUZA 430 GR.,60.0,2.0,2.0,4.0,56.0,6.67,469.18
6 - David Sosa,599-PESCADO REBOZADO CRUFI,880374805-M. DEL ESTE MEDALLON MERLUZA RELLENO J/Q 430g,69.0,0.0,8.0,8.0,61.0,11.59,1182.05
6 - David Sosa,599-PESCADO REBOZADO CRUFI,880374823-M. DEL ESTE MEDALLON MERLUZA RELLENO Q/E 430g,67.0,2.0,5.0,7.0,60.0,10.45,1046.99
6 - David Sosa,599-PESCADO REBOZADO CRUFI,770574815-M. DEL ESTE MILANESA DE MERLUZA  2.5 KG,16.0,2.0,0.0,2.0,14.0,12.5,2138.0
6 - David Sosa,599-PESCADO REBOZADO CRUFI,770474815-M. DEL ESTE MILANESA DE MERLUZA 1K,144.0,8.0,0.0,8.0,136.0,5.56,3380.3
6 - David Sosa,600-REBOZADO DE VEGETALES,810370626-AROS DE CEBOLLA BEMBRASIL 1.05kg (6),38.0,1.0,0.0,1.0,37.0,2.63,220.48
6 - David Sosa,604-Culinex,740267627-ARROLLADITOS PRIMAVERA BATUK 1kg,127.0,5.0,0.0,5.0,122.0,3.94,1291.85
6 - David Sosa,604-Culinex,7003776001-ARVEJAS 2.5 KG HUERTA DEL ESTE,50.0,1.0,0.0,1.0,49.0,2.0,367.43
6 - David Sosa,604-Culinex,700367604-CEBOLLA BATUK 2.5KG,62.0,2.0,0.0,2.0,60.0,3.23,614.92
6 - David Sosa,604-Culinex,710201710-CROQUETAS 1K CRUFI,50.0,1.0,0.0,1.0,49.0,2.0,198.0
6 - David Sosa,604-Culinex,700377605-CHAUCHA 2.5kg HUERTA DEL ESTE,42.0,2.0,0.0,2.0,40.0,4.76,677.79
6 - David Sosa,604-Culinex,700277613-ESPINACA 1K HUERTA DEL ESTE,48.0,6.0,0.0,6.0,42.0,12.5,758.84
6 - David Sosa,604-Culinex,700367620-ESPINACA PICADA 2.5 kg BATUK,18.0,1.0,0.0,1.0,17.0,5.56,285.0
6 - David Sosa,604-Culinex,700377620-ESPINACA PICADA 2.5kg HUERTA DEL ESTE,55.0,0.0,1.0,1.0,54.0,1.82,291.0
6 - David Sosa,604-Culinex,700277609-EUROPEA MIX 1kg HUERTA DEL ESTE,19.0,1.0,0.0,1.0,18.0,5.26,163.0
6 - David Sosa,604-Culinex,77903609772705-HAMBURGUESA CABAÑA LILAS 30X2 un,1109.0,256.0,2.0,258.0,851.0,23.26,13780.35
6 - David Sosa,604-Culinex,700377611-MEXICANA 2.5kg HUERTA DEL ESTE,27.0,3.0,0.0,3.0,24.0,11.11,1235.19
6 - David Sosa,604-Culinex,700367615-MORRON BATUK 2.5KG,59.0,2.0,0.0,2.0,57.0,3.39,830.39
6 - David Sosa,604-Culinex,710201702-NOISETTE 1 KG CRUFI,53.0,1.0,0.0,1.0,52.0,1.89,176.75
6 - David Sosa,604-Culinex,710301702-NOISETTE 2.5K CRUFI,163.0,16.0,0.0,16.0,147.0,9.82,8345.52
6 - David Sosa,604-Culinex,710570712-PAPA BEMBRASIL 2KG TRADICIONAL (7),2450.0,73.0,0.0,73.0,2377.0,2.98,14418.03
6 - David Sosa,604-Culinex,710201707-PAPA ROSTI 1KG CRUFI,4.0,3.0,0.0,3.0,1.0,75.0,705.0
6 - David Sosa,604-Culinex,710201700-PAPA X1K CRUFI (caja x10),18.0,1.0,0.0,1.0,17.0,5.56,133.48
6 - David Sosa,604-Culinex,710270707-ROSTI BEMBRASIL 1.06kg (8),131.0,11.0,0.0,11.0,120.0,8.4,0.0
6 - David Sosa,604-Culinex,700277612-RUSA 1kg HUERTA DEL ESTE,36.0,0.0,1.0,1.0,35.0,2.78,114.95
6 - David Sosa,606-EMPANADAS -CRUFI,207-EMPANADA CARNE X 6 CRUFI,3.0,1.0,0.0,1.0,2.0,33.33,228.48
6 - David Sosa,606-EMPANADAS -CRUFI,208-EMPANADA JAMON/QUESO X 6 CRUFI,3.0,1.0,0.0,1.0,2.0,33.33,228.48
6 - David Sosa,606-EMPANADAS -CRUFI,720201806-EMPANADA POLLO X 6 CRUFI,2.0,1.0,0.0,1.0,1.0,50.0,228.48
6 - David Sosa,606-EMPANADAS -CRUFI,720301504-EMPANADA QUESO/CEBOLLA X3 CRUFI,0.0,0.0,2.0,2.0,-2.0,100.0,272.72
6 - David Sosa,608-PASTAS CRUFI,730160801-ÑOQUIS 1KG CRUFI,95.0,1.0,0.0,1.0,94.0,1.05,173.0
6 - David Sosa,608-PASTAS CRUFI,730260801-ÑOQUIS 3KG CRUFI,78.0,2.0,0.0,2.0,76.0,2.56,887.92
6 - David Sosa,608-PASTAS CRUFI,731360803-TORTELINES 2.5 KG CRUFI,18.0,1.0,0.0,1.0,17.0,5.56,548.59
6 - David Sosa,609-REBOZADOS DE POLLO CRUFI,880201806-MEDALLONES POLLO 2.5kg CRUFI,74.0,2.0,0.0,2.0,72.0,2.7,1445.19
6 - David Sosa,609-REBOZADOS DE POLLO CRUFI,9515-NUGGET POLLO 2.5KG SEARA,318.0,4.0,0.0,4.0,314.0,1.26,2913.08
6 - David Sosa,609-REBOZADOS DE POLLO CRUFI,780561806-NUGGETS 900GRS SEARA,14.0,3.0,0.0,3.0,11.0,21.43,903.0
6 - David Sosa,612-PESCADO NATURAL CRUFI,860474815-M. DEL ESTE FILET MERLUZA S/ESPINA,69.0,6.0,1.0,7.0,62.0,10.14,2720.93
6 - David Sosa,613-PAN SIN GLUTEN,840883628-VITANZZA PAN FRANCES AJO S/GLUTEN 200g,0.0,1.0,0.0,1.0,-1.0,100.0,141.46
6 - David Sosa,613-PAN SIN GLUTEN,840983514-VITANZZA PAN FRANCES S/ GLUTEN 180g,0.0,2.0,0.0,2.0,-2.0,100.0,237.7
6 - David Sosa,623-Mamita,25021-QUESO UNTABLE REQUESON 200G MAMITA,2.0,2.0,0.0,2.0,0.0,100.0,172.0
6 - David Sosa,661-Condimentos Del Gaucho x1kg,24702-PIMENTON DEL GAUCHO x1kg PAQ,8.0,1.0,0.0,1.0,7.0,12.5,503.0
6 - David Sosa,664-Conservas Del Gaucho,24706-ACEITUNA S/CAROZO DEL GAUCHO x80g DP (Cx15),66.0,6.0,0.0,6.0,60.0,9.09,318.0
6 - David Sosa,700-PROMOL,30543-LENTEJONES 1kg DUKITA,25.0,10.0,0.0,10.0,15.0,40.0,1386.0
6 - David Sosa,999-Sin calificar,2036-DTOS. OTORGADOS,0.0,36.73,0.0,36.73,-36.73,100.0,24921.49
6 - David Sosa,1009-carbon,30100-CARBON 3 KG LAPACHO,285.0,30.0,0.0,30.0,255.0,10.53,2834.98
6 - David Sosa,1012-Aceites Garzon,30137-ACEITE OLIVA VIRGEN BLEND 250ML,8.0,6.0,0.0,6.0,2.0,75.0,1732.5
6 - David Sosa,1023-Sucre Group S.R.L,2404-JABON LIQUIDO AZUL 3LT SUPREMA (Cx6),51.0,3.0,0.0,3.0,48.0,5.88,546.0
6 - David Sosa,1023-Sucre Group S.R.L,2405-JABON LIQUIDO VERDE 3L SUPREMA (Cx6),51.0,6.0,0.0,6.0,45.0,11.76,1092.0
6 - David Sosa,1023-Sucre Group S.R.L,2409-PAPEL JUMU 30MTS x 4 (16) azul,16.0,16.0,0.0,16.0,0.0,100.0,545.6
6 - David Sosa,1023-Sucre Group S.R.L,2414-SUPREMA / SUAVIZANTE ROSA 2LTS  X6,28.0,3.0,0.0,3.0,25.0,10.71,0.0
6 - David Sosa,1033-Leopoldo Gross Cerveza,24541-CERV. CLAUSTHALER S/ALC. LATA  330ML,9.0,9.0,0.0,9.0,0.0,100.0,540.0
6 - David Sosa,1033-Leopoldo Gross Cerveza,24504-CERV. S/ALC. LIMON 330ML BOTELLA CLAUSTHALER,102.0,24.0,0.0,24.0,78.0,23.53,1968.0
6 - David Sosa,1080-MILI CUIDADO PERSONAL,26021-MILI PROTECTOR DIARIO X80 (12),10.0,10.0,0.0,10.0,0.0,100.0,1640.0
6 - David Sosa,1080-MILI CUIDADO PERSONAL,26014-MILI PROTECTORES DIARIOS X15 (24),16.0,5.0,0.0,5.0,11.0,31.25,190.0
6 - David Sosa,1081-MILI PAPEL H Y COCINA,26016-MILI PH 30MTS X4  (F.16),66.0,16.0,0.0,16.0,50.0,24.24,1073.6
6 - David Sosa,1100-Punta Ballena Galletitas,27015-MARIA BONITA MALTEADAS 380grs X12,41.0,12.0,0.0,12.0,29.0,29.27,1702.8
6 - David Sosa,1100-Punta Ballena Galletitas,1312-PUNTA BA. DULCE DE LECHE CREMOSO 900g,32.0,5.0,0.0,5.0,27.0,15.63,725.0
6 - David Sosa,1102-Punta Ballena Alfajores,27003-PUNTA BA. ALFAJOR PLAY CHOCO X12,4.0,1.0,0.0,1.0,3.0,25.0,223.65
6 - David Sosa,1102-Punta Ballena Alfajores,27148-PUNTA BA. ALFAJOR SALCHICHON BLANCO X8 (12),6.0,0.0,4.63,4.63,1.38,77.08,1239.94
6 - David Sosa,1102-Punta Ballena Alfajores,27147-PUNTA BA. ALFAJOR SALCHICHON NEGRO X8 (12),6.0,0.0,2.0,2.0,4.0,33.33,536.19
6 - David Sosa,1102-Punta Ballena Alfajores,27026-PUNTA BA. ARROLATE X12,3.0,1.0,0.0,1.0,2.0,33.33,453.6
6 - David Sosa,1102-Punta Ballena Alfajores,27109-PUNTA BA. CLASICO NIEVE X12 (12),7.0,1.0,0.0,1.0,6.0,14.29,259.6
6 - David Sosa,1102-Punta Ballena Alfajores,27107-PUNTA BA. SUPER TRIPLE CHOCOLATE X12 (9),2.0,1.0,0.0,1.0,1.0,50.0,438.9
6 - David Sosa,1150-SNACKS,555-BATATA PURA PAPA ONDULADA 50g (20),53.0,20.0,0.0,20.0,33.0,37.74,500.0
6 - David Sosa,1150-SNACKS,551-BATATA PURA PAPA ORIGINAL 120g (10),54.0,6.0,0.0,6.0,48.0,11.11,256.0
6 - David Sosa,2023-Hielo Polar,30520-HIELO EN BOLSA,2364.0,100.0,0.0,100.0,2264.0,4.23,6149.96
